Valve Characterization 11/03/19 12:20 PM
STEPPER MOTOR POSITION(STEPS FROM CLOSED) , PRESSURE TRANSDUCER READING (RAW)
12:15:36.060 -> 0,292
12:15:36.060 -> 0,294
12:15:36.164 -> 0,294
12:15:36.164 -> 0,295
12:15:36.164 -> 0,294
12:15:36.164 -> 0,293
12:15:36.164 -> 0,295
12:15:36.266 -> 0,295
12:15:36.266 -> 0,295
12:15:36.266 -> 0,293
12:15:36.266 -> 0,294
12:15:36.266 -> 0,294
12:15:36.335 -> 0,294
12:15:36.335 -> 0,295
12:15:36.335 -> 0,293
12:15:36.335 -> 0,293
12:15:36.444 -> 0,293
12:15:36.444 -> 0,294
12:15:36.444 -> 0,294
12:15:36.444 -> 0,294
12:15:36.444 -> 0,293
12:15:36.517 -> 0,295
12:15:36.517 -> 0,294
12:15:36.517 -> 0,294
12:15:36.517 -> 0,293
12:15:36.621 -> 0,293
12:15:36.621 -> 0,294
12:15:36.621 -> 0,293
12:15:36.621 -> 0,295
12:15:36.621 -> 0,295
12:15:36.723 -> 0,293
12:15:36.723 -> 0,293
12:15:36.723 -> 0,294
12:15:36.723 -> 0,294
12:15:36.797 -> 0,293
12:15:36.797 -> 0,293
12:15:36.797 -> 0,293
12:15:36.797 -> 0,295
12:15:36.797 -> 0,294
12:15:36.905 -> 0,293
12:15:36.905 -> 0,293
12:15:36.905 -> 0,293
12:15:36.905 -> 0,295
12:15:36.905 -> 0,293
12:15:36.976 -> 0,293
12:15:36.976 -> 0,293
12:15:36.976 -> 0,293
12:15:36.976 -> 0,294
12:15:37.082 -> 0,293
12:15:37.082 -> 0,293
12:15:37.082 -> 0,293
12:15:37.082 -> 0,294
12:15:37.082 -> 0,294
12:15:37.188 -> 0,293
12:15:37.188 -> 0,293
12:15:37.188 -> 0,292
12:15:37.188 -> 0,294
12:15:37.260 -> 0,294
12:15:37.260 -> 0,295
12:15:37.260 -> 0,293
12:15:37.260 -> 0,294
12:15:37.260 -> 0,293
12:15:37.366 -> 0,294
12:15:37.366 -> 0,294
12:15:37.366 -> 0,295
12:15:37.366 -> 0,293
12:15:37.438 -> 0,294
12:15:37.438 -> 0,294
12:15:37.438 -> 0,295
12:15:37.438 -> 0,293
12:15:37.438 -> 0,293
12:15:37.546 -> 0,293
12:15:37.546 -> 0,295
12:15:37.546 -> 0,294
12:15:37.546 -> 0,294
12:15:37.546 -> 0,292
12:15:37.618 -> 0,294
12:15:37.618 -> 0,293
12:15:37.618 -> 0,294
12:15:37.618 -> 0,293
12:15:37.726 -> 0,293
12:15:37.726 -> 0,294
12:15:37.726 -> 0,294
12:15:37.726 -> 0,295
12:15:37.726 -> 0,294
12:15:37.800 -> 0,293
12:15:37.800 -> 0,295
12:15:37.800 -> 0,295
12:15:37.800 -> 0,294
12:15:37.906 -> 0,294
12:15:37.906 -> 0,293
12:15:37.906 -> 0,295
12:15:37.906 -> 0,295
12:15:37.906 -> 0,295
12:15:38.009 -> 0,294
12:15:38.009 -> 0,293
12:15:38.009 -> 0,294
12:15:38.009 -> 0,295
12:15:38.081 -> 0,294
12:15:38.081 -> 0,295
12:15:38.081 -> 0,292
12:15:38.081 -> 0,294
12:15:38.081 -> 0,295
12:15:38.187 -> 0,294
12:15:38.187 -> 0,294
12:15:38.187 -> 0,293
12:15:38.187 -> 0,294
12:15:38.187 -> 0,295
12:15:38.257 -> 0,294
12:15:38.257 -> 0,294
12:15:38.257 -> 0,293
12:15:38.257 -> 0,294
12:15:38.364 -> 0,294
12:15:38.364 -> 0,294
12:15:38.364 -> 0,295
12:15:38.364 -> 0,293
12:15:38.364 -> 0,294
12:15:38.437 -> 0,294
12:15:38.437 -> 0,294
12:15:38.437 -> 0,293
12:15:38.437 -> 0,294
12:15:38.546 -> 0,293
12:15:38.546 -> 0,295
12:15:38.546 -> 0,294
12:15:38.546 -> 0,294
12:15:38.546 -> 0,293
12:15:38.620 -> 0,294
12:15:38.620 -> 0,295
12:15:38.620 -> 0,295
12:15:38.620 -> 0,294
12:15:38.733 -> 0,294
12:15:38.733 -> 0,294
12:15:38.733 -> 0,295
12:15:38.733 -> 0,294
12:15:38.733 -> 0,294
12:15:38.845 -> 0,293
12:15:38.845 -> 0,294
12:15:38.845 -> 0,295
12:15:38.845 -> 0,295
12:15:38.845 -> 0,293
12:15:38.920 -> 0,292
12:15:38.920 -> 0,293
12:15:38.920 -> 0,294
12:15:38.920 -> 0,294
12:15:39.028 -> 0,294
12:15:39.028 -> 0,292
12:15:39.028 -> 0,293
12:15:39.028 -> 0,293
12:15:39.028 -> 0,295
12:15:39.104 -> 0,293
12:15:39.104 -> 0,294
12:15:39.104 -> 0,294
12:15:39.104 -> 0,294
12:15:39.172 -> 0,294
12:15:39.172 -> 0,293
12:15:39.172 -> 0,293
12:15:39.172 -> 0,294
12:15:39.172 -> 0,295
12:15:39.281 -> 0,294
12:15:39.281 -> 0,295
12:15:39.281 -> 0,294
12:15:39.281 -> 0,295
12:15:39.386 -> 0,294
12:15:39.386 -> 0,294
12:15:39.386 -> 0,294
12:15:39.386 -> 0,294
12:15:39.386 -> 0,295
12:15:39.454 -> 0,296
12:15:39.454 -> 0,295
12:15:39.454 -> 0,295
12:15:39.454 -> 0,293
12:15:39.454 -> 0,293
12:15:39.559 -> 0,294
12:15:39.559 -> 0,294
12:15:39.559 -> 0,295
12:15:39.559 -> 0,294
12:15:39.631 -> 0,295
12:15:39.631 -> 0,296
12:15:39.631 -> 0,293
12:15:39.631 -> 0,293
12:15:39.631 -> 0,293
12:15:39.735 -> 0,295
12:15:39.735 -> 0,296
12:15:39.735 -> 0,294
12:15:39.735 -> 0,295
12:15:39.839 -> 0,295
12:15:39.839 -> 0,294
12:15:39.839 -> 0,295
12:15:39.839 -> 0,294
12:15:39.839 -> 0,294
12:15:39.916 -> 0,295
12:15:39.916 -> 0,294
12:15:39.916 -> 0,296
12:15:39.916 -> 0,295
12:15:40.016 -> 0,294
12:15:40.016 -> 0,294
12:15:40.016 -> 0,294
12:15:40.016 -> 0,295
12:15:40.016 -> 0,296
12:15:40.125 -> 0,295
12:15:40.125 -> 0,295
12:15:40.125 -> 0,294
12:15:40.125 -> 0,295
12:15:40.125 -> 0,294
12:15:40.201 -> 0,295
12:15:40.201 -> 0,294
12:15:40.201 -> 0,294
12:15:40.201 -> 0,294
12:15:40.274 -> 0,296
12:15:40.274 -> 0,294
12:15:40.274 -> 0,292
12:15:40.274 -> 0,294
12:15:40.274 -> 0,294
12:15:40.380 -> 0,295
12:15:40.380 -> 0,294
12:15:40.380 -> 0,294
12:15:40.380 -> 0,294
12:15:40.482 -> 0,294
12:15:40.482 -> 0,295
12:15:40.482 -> 0,294
12:15:40.482 -> 0,295
12:15:40.482 -> 0,295
12:15:40.556 -> 0,296
12:15:40.556 -> 0,295
12:15:40.556 -> 0,294
12:15:40.556 -> 0,294
12:15:40.659 -> 0,295
12:15:40.659 -> 0,295
12:15:40.659 -> 0,295
12:15:40.659 -> 0,294
12:15:40.659 -> 0,293
12:15:40.765 -> 0,296
12:15:40.765 -> 0,295
12:15:40.765 -> 0,295
12:15:40.765 -> 0,294
12:15:40.765 -> 0,295
12:15:40.835 -> 0,294
12:15:40.835 -> 0,294
12:15:40.835 -> 0,295
12:15:40.835 -> 0,295
12:15:40.941 -> 0,293
12:15:40.941 -> 0,294
12:15:40.941 -> 0,295
12:15:40.941 -> 0,295
12:15:40.941 -> 0,295
12:15:41.008 -> 0,295
12:15:41.008 -> 0,294
12:15:41.008 -> 0,296
12:15:41.008 -> 0,294
12:15:41.110 -> 0,294
12:15:41.110 -> 0,294
12:15:41.110 -> 0,294
12:15:41.110 -> 0,296
12:15:41.110 -> 0,295
12:15:41.182 -> 0,295
12:15:41.182 -> 0,294
12:15:41.182 -> 0,295
12:15:41.182 -> 0,296
12:15:41.283 -> 0,295
12:15:41.283 -> 0,295
12:15:41.283 -> 0,295
12:15:41.283 -> 0,295
12:15:41.283 -> 0,295
12:15:41.389 -> 0,294
12:15:41.389 -> 0,294
12:15:41.389 -> 0,294
12:15:41.389 -> 0,295
12:15:41.389 -> 0,295
12:15:41.458 -> 0,296
12:15:41.458 -> 0,294
12:15:41.458 -> 0,295
12:15:41.458 -> 0,294
12:15:41.558 -> 0,295
12:15:41.558 -> 0,294
12:15:41.558 -> 0,294
12:15:41.558 -> 0,295
12:15:41.558 -> 0,294
12:15:41.662 -> 0,295
12:15:41.662 -> 0,294
12:15:41.662 -> 0,294
12:15:41.662 -> 0,295
12:15:41.765 -> 0,294
12:15:41.765 -> 0,294
12:15:41.765 -> 0,295
12:15:41.765 -> 0,295
12:15:41.765 -> 0,294
12:15:41.838 -> 0,294
12:15:41.838 -> 0,294
12:15:41.838 -> 0,294
12:15:41.838 -> 0,294
12:15:41.947 -> 0,294
12:15:41.947 -> 0,295
12:15:41.947 -> 0,295
12:15:41.947 -> 0,295
12:15:41.947 -> 0,293
12:15:42.017 -> 0,294
12:15:42.017 -> 0,295
12:15:42.017 -> 0,296
12:15:42.017 -> 0,295
12:15:42.017 -> 0,294
12:15:42.128 -> 0,294
12:15:42.128 -> 0,295
12:15:42.128 -> 0,294
12:15:42.128 -> 0,294
12:15:42.195 -> 0,294
12:15:42.195 -> 0,296
12:15:42.195 -> 0,296
12:15:42.195 -> 0,295
12:15:42.195 -> 0,295
12:15:42.301 -> 0,295
12:15:42.301 -> 0,293
12:15:42.301 -> 0,295
12:15:42.301 -> 0,294
12:15:42.403 -> 0,295
12:15:42.403 -> 0,294
12:15:42.403 -> 0,294
12:15:42.403 -> 0,295
12:15:42.403 -> 0,295
12:15:42.471 -> 0,294
12:15:42.471 -> 0,294
12:15:42.471 -> 0,294
12:15:42.471 -> 0,295
12:15:42.578 -> 0,296
12:15:42.578 -> 0,294
12:15:42.578 -> 0,296
12:15:42.578 -> 0,294
12:15:42.578 -> 0,293
12:15:42.686 -> 0,295
12:15:42.686 -> 0,295
12:15:42.686 -> 0,296
12:15:42.686 -> 0,295
12:15:42.686 -> 0,295
12:15:42.758 -> 0,297
12:15:42.758 -> 0,294
12:15:42.758 -> 0,295
12:15:42.758 -> 0,295
12:15:42.866 -> 0,296
12:15:42.866 -> 0,297
12:15:42.866 -> 0,295
12:15:42.866 -> 0,296
12:15:42.866 -> 0,295
12:15:42.936 -> 0,294
12:15:42.936 -> 0,296
12:15:42.936 -> 0,295
12:15:42.936 -> 0,295
12:15:43.038 -> 0,295
12:15:43.038 -> 0,295
12:15:43.038 -> 0,295
12:15:43.038 -> 0,294
12:15:43.038 -> 0,294
12:15:43.106 -> 0,295
12:15:43.106 -> 0,294
12:15:43.106 -> 0,295
12:15:43.106 -> 0,294
12:15:43.211 -> 0,295
12:15:43.211 -> 0,295
12:15:43.211 -> 0,295
12:15:43.211 -> 0,295
12:15:43.211 -> 0,296
12:15:43.315 -> 0,295
12:15:43.315 -> 0,295
12:15:43.315 -> 0,296
12:15:43.315 -> 0,295
12:15:43.315 -> 0,296
12:15:43.382 -> 0,294
12:15:43.382 -> 0,295
12:15:43.382 -> 0,295
12:15:43.382 -> 0,296
12:15:43.485 -> 0,295
12:15:43.485 -> 0,295
12:15:43.485 -> 0,295
12:15:43.485 -> 0,296
12:15:43.485 -> 0,296
12:15:43.558 -> 0,295
12:15:43.558 -> 0,294
12:15:43.558 -> 0,295
12:15:43.558 -> 0,296
12:15:43.663 -> 0,296
12:15:43.663 -> 0,295
12:15:43.663 -> 0,296
12:15:43.663 -> 0,294
12:15:43.663 -> 0,294
12:15:43.764 -> 0,294
12:15:43.764 -> 0,297
12:15:43.764 -> 0,295
12:15:43.764 -> 0,295
12:15:43.840 -> 0,295
12:15:43.840 -> 0,296
12:15:43.840 -> 0,296
12:15:43.840 -> 0,294
12:15:43.840 -> 0,294
12:15:43.948 -> 0,296
12:15:43.948 -> 0,296
12:15:43.948 -> 0,295
12:15:43.948 -> 0,296
12:15:43.948 -> 0,295
12:15:44.024 -> 0,295
12:15:44.024 -> 0,296
12:15:44.024 -> 0,296
12:15:44.024 -> 0,296
12:15:44.132 -> 0,295
12:15:44.132 -> 0,296
12:15:44.132 -> 0,296
12:15:44.132 -> 0,294
12:15:44.132 -> 0,295
12:15:44.200 -> 0,296
12:15:44.200 -> 0,296
12:15:44.200 -> 0,296
12:15:44.200 -> 0,296
12:15:44.305 -> 0,295
12:15:44.305 -> 0,295
12:15:44.305 -> 0,295
12:15:44.305 -> 0,295
12:15:44.305 -> 0,295
12:15:44.408 -> 0,295
12:15:44.408 -> 0,295
12:15:44.408 -> 0,295
12:15:44.408 -> 0,295
12:15:44.475 -> 0,296
12:15:44.475 -> 0,295
12:15:44.475 -> 0,295
12:15:44.475 -> 0,296
12:15:44.475 -> 0,296
12:15:44.581 -> 0,295
12:15:44.581 -> 0,295
12:15:44.581 -> 0,296
12:15:44.581 -> 0,296
12:15:44.581 -> 0,295
12:15:44.683 -> 0,296
12:15:44.683 -> 0,295
12:15:44.683 -> 0,296
12:15:44.683 -> 0,296
12:15:44.755 -> 0,296
12:15:44.755 -> 0,296
12:15:44.755 -> 0,295
12:15:44.755 -> 0,295
12:15:44.755 -> 0,295
12:15:44.858 -> 0,296
12:15:44.858 -> 0,296
12:15:44.858 -> 0,295
12:15:44.858 -> 0,295
12:15:44.960 -> 0,296
12:15:44.960 -> 0,295
12:15:44.960 -> 0,295
12:15:44.960 -> 0,294
12:15:44.960 -> 0,295
12:15:45.032 -> 0,295
12:15:45.032 -> 0,296
12:15:45.032 -> 0,294
12:15:45.032 -> 0,295
12:15:45.140 -> 0,295
12:15:45.140 -> 0,295
12:15:45.140 -> 0,296
12:15:45.140 -> 0,296
12:15:45.140 -> 0,296
12:15:45.247 -> 0,295
12:15:45.247 -> 0,296
12:15:45.247 -> 0,296
12:15:45.247 -> 0,295
12:15:45.247 -> 0,296
12:15:45.320 -> 0,295
12:15:45.320 -> 0,296
12:15:45.320 -> 0,296
12:15:45.320 -> 0,295
12:15:45.395 -> 0,295
12:15:45.395 -> 0,294
12:15:45.395 -> 0,294
12:15:45.395 -> 0,296
12:15:45.395 -> 0,296
12:15:45.503 -> 0,294
12:15:45.503 -> 0,295
12:15:45.503 -> 0,295
12:15:45.503 -> 0,296
12:15:45.577 -> 0,294
12:15:45.577 -> 0,295
12:15:45.577 -> 0,295
12:15:45.577 -> 0,295
12:15:45.577 -> 0,296
12:15:45.685 -> 0,295
12:15:45.685 -> 0,295
12:15:45.685 -> 0,296
12:15:45.685 -> 0,296
12:15:45.785 -> 0,296
12:15:45.785 -> 0,296
12:15:45.785 -> 0,296
12:15:45.785 -> 0,295
12:15:45.785 -> 0,295
12:15:45.857 -> 0,296
12:15:45.857 -> 0,296
12:15:45.857 -> 0,295
12:15:45.857 -> 0,295
12:15:45.857 -> 0,295
12:15:45.968 -> 0,296
12:15:45.968 -> 0,296
12:15:45.968 -> 0,296
12:15:45.968 -> 0,295
12:15:46.043 -> 0,297
12:15:46.043 -> 0,295
12:15:46.043 -> 0,294
12:15:46.043 -> 0,294
12:15:46.043 -> 0,295
12:15:46.151 -> 0,295
12:15:46.151 -> 0,295
12:15:46.151 -> 0,295
12:15:46.151 -> 0,294
12:15:46.219 -> 0,294
12:15:46.219 -> 0,295
12:15:46.219 -> 0,296
12:15:46.219 -> 0,296
12:15:46.219 -> 0,296
12:15:46.328 -> 0,296
12:15:46.328 -> 0,297
12:15:46.328 -> 0,295
12:15:46.328 -> 0,296
12:15:46.396 -> 0,295
12:15:46.396 -> 0,297
12:15:46.396 -> 0,296
12:15:46.396 -> 0,297
12:15:46.396 -> 0,296
12:15:46.496 -> 0,295
12:15:46.496 -> 0,295
12:15:46.496 -> 0,295
12:15:46.496 -> 0,296
12:15:46.496 -> 0,296
12:15:46.598 -> 0,296
12:15:46.598 -> 0,295
12:15:46.598 -> 0,297
12:15:46.598 -> 0,297
12:15:46.706 -> 0,295
12:15:46.706 -> 0,294
12:15:46.706 -> 0,296
12:15:46.706 -> 0,296
12:15:46.706 -> 0,296
12:15:46.784 -> 0,296
12:15:46.784 -> 0,295
12:15:46.784 -> 0,294
12:15:46.784 -> 0,297
12:15:46.858 -> 0,296
12:15:46.858 -> 0,296
12:15:46.858 -> 0,296
12:15:46.858 -> 0,296
12:15:46.858 -> 0,296
12:15:46.970 -> 0,296
12:15:46.970 -> 0,297
12:15:46.970 -> 0,296
12:15:46.970 -> 0,295
12:15:47.039 -> 0,297
12:15:47.039 -> 0,296
12:15:47.039 -> 0,297
12:15:47.039 -> 0,295
12:15:47.039 -> 0,296
12:15:47.147 -> 0,295
12:15:47.147 -> 0,297
12:15:47.147 -> 0,296
12:15:47.147 -> 0,296
12:15:47.147 -> 0,295
12:15:47.215 -> 0,296
12:15:47.215 -> 0,296
12:15:47.215 -> 0,297
12:15:47.215 -> 0,295
12:15:47.320 -> 0,294
12:15:47.320 -> 0,295
12:15:47.320 -> 0,295
12:15:47.320 -> 0,296
12:15:47.320 -> 0,295
12:15:47.422 -> 0,295
12:15:47.422 -> 0,296
12:15:47.422 -> 0,296
12:15:47.422 -> 0,295
12:15:47.526 -> 0,295
12:15:47.526 -> 0,296
12:15:47.526 -> 0,296
12:15:47.526 -> 0,297
12:15:47.526 -> 0,297
12:15:47.595 -> 0,297
12:15:47.595 -> 0,294
12:15:47.595 -> 0,297
12:15:47.595 -> 0,296
12:15:47.697 -> 0,297
12:15:47.697 -> 0,295
12:15:47.697 -> 0,297
12:15:47.697 -> 0,296
12:15:47.697 -> 0,296
12:15:47.806 -> 0,295
12:15:47.806 -> 0,296
12:15:47.806 -> 0,295
12:15:47.806 -> 0,297
12:15:47.806 -> 0,297
12:15:47.872 -> 0,296
12:15:47.872 -> 0,296
12:15:47.872 -> 0,295
12:15:47.872 -> 0,295
12:15:47.975 -> 0,297
12:15:47.975 -> 0,296
12:15:47.975 -> 0,296
12:15:47.975 -> 0,296
12:15:47.975 -> 0,296
12:15:48.046 -> 0,297
12:15:48.046 -> 0,295
12:15:48.046 -> 0,295
12:15:48.046 -> 0,296
12:15:48.146 -> 0,297
12:15:48.146 -> 0,297
12:15:48.146 -> 0,295
12:15:48.146 -> 0,297
12:15:48.146 -> 0,296
12:15:48.221 -> 0,296
12:15:48.221 -> 0,297
12:15:48.221 -> 0,296
12:15:48.221 -> 0,297
12:15:48.325 -> 0,297
12:15:48.325 -> 0,296
12:15:48.325 -> 0,297
12:15:48.325 -> 0,295
12:15:48.325 -> 0,296
12:15:48.433 -> 0,296
12:15:48.433 -> 0,296
12:15:48.433 -> 0,297
12:15:48.433 -> 0,297
12:15:48.433 -> 0,297
12:15:48.501 -> 0,296
12:15:48.501 -> 0,295
12:15:48.501 -> 0,297
12:15:48.501 -> 0,296
12:15:48.608 -> 0,296
12:15:48.608 -> 0,296
12:15:48.608 -> 0,295
12:15:48.608 -> 0,296
12:15:48.608 -> 0,296
12:15:48.690 -> 0,296
12:15:48.690 -> 0,297
12:15:48.690 -> 0,296
12:15:48.690 -> 0,297
12:15:48.791 -> 0,297
12:15:48.791 -> 0,296
12:15:48.791 -> 0,296
12:15:48.791 -> 0,297
12:15:48.791 -> 0,297
12:15:48.865 -> 0,297
12:15:48.865 -> 0,295
12:15:48.865 -> 0,296
12:15:48.865 -> 0,297
12:15:48.972 -> 0,297
12:15:48.972 -> 0,296
12:15:48.972 -> 0,296
12:15:48.972 -> 0,296
12:15:48.972 -> 0,296
12:15:49.080 -> 0,297
12:15:49.080 -> 0,297
12:15:49.080 -> 0,298
12:15:49.080 -> 0,296
12:15:49.080 -> 0,296
12:15:49.154 -> 0,295
12:15:49.154 -> 0,296
12:15:49.154 -> 0,297
12:15:49.154 -> 0,296
12:15:49.260 -> 0,296
12:15:49.260 -> 0,296
12:15:49.260 -> 0,296
12:15:49.260 -> 0,296
12:15:49.260 -> 0,295
12:15:49.328 -> 0,296
12:15:49.328 -> 0,296
12:15:49.328 -> 0,296
12:15:49.328 -> 0,296
12:15:49.434 -> 0,295
12:15:49.434 -> 0,296
12:15:49.434 -> 0,297
12:15:49.434 -> 0,296
12:15:49.434 -> 0,296
12:15:49.504 -> 0,295
12:15:49.504 -> 0,297
12:15:49.504 -> 0,297
12:15:49.504 -> 0,297
12:15:49.612 -> 0,296
12:15:49.612 -> 0,296
12:15:49.612 -> 0,297
12:15:49.612 -> 0,297
12:15:49.612 -> 0,296
12:15:49.715 -> 0,296
12:15:49.715 -> 0,296
12:15:49.715 -> 0,296
12:15:49.715 -> 0,297
12:15:49.715 -> 0,296
12:15:49.786 -> 0,297
12:15:49.786 -> 0,295
12:15:49.786 -> 0,295
12:15:49.786 -> 0,296
12:15:49.888 -> 0,296
12:15:49.888 -> 0,296
12:15:49.888 -> 0,296
12:15:49.888 -> 0,296
12:15:49.888 -> 0,297
12:15:49.959 -> 0,296
12:15:49.959 -> 0,296
12:15:49.959 -> 0,296
12:15:49.959 -> 0,296
12:15:50.063 -> 0,297
12:15:50.063 -> 0,297
12:15:50.063 -> 0,296
12:15:50.063 -> 0,296
12:15:50.063 -> 0,297
12:15:50.172 -> 0,297
12:15:50.172 -> 0,297
12:15:50.172 -> 0,296
12:15:50.172 -> 0,296
12:15:50.244 -> 0,297
12:15:50.244 -> 0,296
12:15:50.244 -> 0,296
12:15:50.244 -> 0,296
12:15:50.244 -> 0,296
12:15:50.349 -> 0,297
12:15:50.349 -> 0,297
12:15:50.349 -> 0,296
12:15:50.349 -> 0,296
12:15:50.349 -> 0,296
12:15:50.424 -> 0,296
12:15:50.424 -> 0,296
12:15:50.424 -> 0,296
12:15:50.424 -> 0,296
12:15:50.537 -> 0,295
12:15:50.537 -> 0,298
12:15:50.537 -> 0,297
12:15:50.537 -> 0,295
12:15:50.537 -> 0,296
12:15:50.606 -> 0,296
12:15:50.606 -> 0,297
12:15:50.606 -> 0,297
12:15:50.606 -> 0,297
12:15:50.711 -> 0,296
12:15:50.711 -> 0,296
12:15:50.711 -> 0,296
12:15:50.711 -> 0,297
12:15:50.711 -> 0,297
12:15:50.779 -> 0,296
12:15:50.779 -> 0,297
12:15:50.779 -> 0,297
12:15:50.779 -> 0,298
12:15:50.887 -> 0,296
12:15:50.887 -> 0,296
12:15:50.887 -> 0,296
12:15:50.887 -> 0,297
12:15:50.887 -> 0,297
12:15:50.989 -> 0,297
12:15:50.989 -> 0,296
12:15:50.989 -> 0,296
12:15:50.989 -> 0,296
12:15:50.989 -> 0,296
12:15:51.061 -> 0,296
12:15:51.061 -> 0,296
12:15:51.061 -> 0,296
12:15:51.061 -> 0,297
12:15:51.171 -> 0,297
12:15:51.171 -> 0,295
12:15:51.171 -> 0,296
12:15:51.171 -> 0,296
12:15:51.171 -> 0,297
12:15:51.239 -> 0,296
12:15:51.239 -> 0,297
12:15:51.239 -> 0,296
12:15:51.239 -> 0,297
12:15:51.339 -> 0,296
12:15:51.339 -> 0,297
12:15:51.339 -> 0,297
12:15:51.339 -> 0,296
12:15:51.339 -> 0,296
12:15:51.443 -> 0,296
12:15:51.443 -> 0,297
12:15:51.443 -> 0,298
12:15:51.443 -> 0,295
12:15:51.515 -> 0,296
12:15:51.515 -> 0,296
12:15:51.515 -> 0,298
12:15:51.515 -> 0,297
12:15:51.515 -> 0,296
12:15:51.622 -> 0,296
12:15:51.622 -> 0,298
12:15:51.622 -> 0,297
12:15:51.622 -> 0,296
12:15:51.622 -> 0,295
12:15:51.728 -> 0,297
12:15:51.728 -> 0,298
12:15:51.728 -> 0,297
12:15:51.728 -> 0,296
12:15:51.799 -> 0,297
12:15:51.799 -> 0,296
12:15:51.799 -> 0,296
12:15:51.799 -> 0,297
12:15:51.799 -> 0,297
12:15:51.907 -> 0,297
12:15:51.907 -> 0,297
12:15:51.907 -> 0,298
12:15:51.907 -> 0,296
12:15:51.981 -> 0,296
12:15:51.981 -> 0,297
12:15:51.981 -> 0,297
12:15:51.981 -> 0,297
12:15:51.981 -> 0,298
12:15:52.087 -> 0,298
12:15:52.087 -> 0,298
12:15:52.087 -> 0,296
12:15:52.087 -> 0,297
12:15:52.158 -> 0,297
12:15:52.158 -> 0,297
12:15:52.158 -> 0,296
12:15:52.158 -> 0,297
12:15:52.158 -> 0,297
12:15:52.268 -> 0,297
12:15:52.268 -> 0,296
12:15:52.268 -> 0,296
12:15:52.268 -> 0,297
12:15:52.268 -> 0,297
12:15:52.337 -> 0,298
12:15:52.337 -> 0,297
12:15:52.337 -> 0,296
12:15:52.337 -> 0,297
12:15:52.444 -> 0,297
12:15:52.444 -> 0,298
12:15:52.444 -> 0,297
12:15:52.444 -> 0,297
12:15:52.444 -> 0,296
12:15:52.515 -> 0,297
12:15:52.515 -> 0,298
12:15:52.515 -> 0,297
12:15:52.515 -> 0,297
12:15:52.617 -> 0,296
12:15:52.617 -> 0,297
12:15:52.617 -> 0,298
12:15:52.617 -> 0,298
12:15:52.617 -> 0,297
12:15:52.721 -> 0,298
12:15:52.721 -> 0,297
12:15:52.721 -> 0,297
12:15:52.721 -> 0,298
12:15:52.827 -> 0,297
12:15:52.827 -> 0,296
12:15:52.827 -> 0,298
12:15:52.827 -> 0,297
12:15:52.827 -> 0,298
12:15:52.895 -> 0,296
12:15:52.895 -> 0,296
12:15:52.895 -> 0,297
12:15:52.895 -> 0,297
12:15:52.895 -> 0,297
12:15:52.999 -> 0,297
12:15:52.999 -> 0,298
12:15:52.999 -> 0,298
12:15:52.999 -> 0,297
12:15:53.100 -> 0,296
12:15:53.100 -> 0,296
12:15:53.100 -> 0,297
12:15:53.100 -> 0,298
12:15:53.100 -> 0,297
12:15:53.168 -> 0,297
12:15:53.168 -> 0,297
12:15:53.168 -> 0,296
12:15:53.168 -> 0,297
12:15:53.277 -> 0,297
12:15:53.277 -> 0,298
12:15:53.277 -> 0,298
12:15:53.277 -> 0,297
12:15:53.277 -> 0,297
12:15:53.345 -> 0,297
12:15:53.345 -> 0,297
12:15:53.345 -> 0,296
12:15:53.345 -> 0,296
12:15:53.451 -> 0,298
12:15:53.451 -> 0,297
12:15:53.451 -> 0,297
12:15:53.451 -> 0,297
12:15:53.451 -> 0,296
12:15:53.553 -> 0,297
12:15:53.553 -> 0,297
12:15:53.553 -> 0,296
12:15:53.553 -> 0,298
12:15:53.553 -> 0,297
12:15:53.626 -> 0,297
12:15:53.626 -> 0,298
12:15:53.626 -> 0,297
12:15:53.626 -> 0,296
12:15:53.734 -> 0,297
12:15:53.734 -> 0,297
12:15:53.734 -> 0,298
12:15:53.734 -> 0,298
12:15:53.734 -> 0,296
12:15:53.805 -> 0,298
12:15:53.805 -> 0,297
12:15:53.805 -> 0,298
12:15:53.805 -> 0,297
12:15:53.915 -> 0,297
12:15:53.915 -> 0,297
12:15:53.915 -> 0,297
12:15:53.915 -> 0,297
12:15:53.915 -> 0,299
12:15:53.990 -> 0,295
12:15:53.990 -> 0,297
12:15:53.990 -> 0,297
12:15:53.990 -> 0,298
12:15:54.097 -> 0,297
12:15:54.097 -> 0,297
12:15:54.097 -> 0,296
12:15:54.097 -> 0,299
12:15:54.097 -> 0,297
12:15:54.169 -> 0,297
12:15:54.169 -> 0,296
12:15:54.169 -> 0,298
12:15:54.169 -> 0,298
12:15:54.169 -> 0,298
12:15:54.275 -> 0,298
12:15:54.275 -> 0,297
12:15:54.275 -> 0,297
12:15:54.275 -> 0,297
12:15:54.378 -> 0,298
12:15:54.378 -> 0,297
12:15:54.378 -> 0,297
12:15:54.378 -> 0,297
12:15:54.378 -> 0,298
12:15:54.446 -> 0,297
12:15:54.446 -> 0,296
12:15:54.446 -> 0,297
12:15:54.446 -> 0,296
12:15:54.547 -> 0,297
12:15:54.547 -> 0,297
12:15:54.547 -> 0,297
12:15:54.547 -> 0,298
12:15:54.547 -> 0,297
12:15:54.620 -> 0,297
12:15:54.620 -> 0,298
