Valve Characterization 11/03/19 12:20 PM
STEPPER MOTOR POSITION(STEPS FROM CLOSED) , PRESSURE TRANSDUCER READING (RAW)
12:16:30.926 -> 0,306
12:16:30.926 -> 0,306
12:16:30.926 -> 0,305
12:16:31.033 -> 0,304
12:16:31.033 -> 0,304
12:16:31.033 -> 0,305
12:16:31.033 -> 0,305
12:16:31.033 -> 0,304
12:16:31.103 -> 0,303
12:16:31.103 -> 0,305
12:16:31.103 -> 0,306
12:16:31.103 -> 0,306
12:16:31.213 -> 0,304
12:16:31.213 -> 0,305
12:16:31.213 -> 0,304
12:16:31.213 -> 0,305
12:16:31.213 -> 0,305
12:16:31.287 -> 0,304
12:16:31.287 -> 0,305
12:16:31.287 -> 0,305
12:16:31.287 -> 0,305
12:16:31.287 -> 0,305
12:16:31.387 -> 0,304
12:16:31.387 -> 0,305
12:16:31.387 -> 0,305
12:16:31.387 -> 0,305
12:16:31.494 -> 0,306
12:16:31.494 -> 0,305
12:16:31.494 -> 0,305
12:16:31.494 -> 0,305
12:16:31.494 -> 0,305
12:16:31.567 -> 0,305
12:16:31.567 -> 0,305
12:16:31.567 -> 0,305
12:16:31.567 -> 0,305
12:16:31.670 -> 0,305
12:16:31.670 -> 0,306
12:16:31.670 -> 0,304
12:16:31.670 -> 0,304
12:16:31.670 -> 0,305
12:16:31.741 -> 0,306
12:16:31.741 -> 0,304
12:16:31.741 -> 0,305
12:16:31.741 -> 0,304
12:16:31.844 -> 0,306
12:16:31.844 -> 0,304
12:16:31.844 -> 0,306
12:16:31.844 -> 0,305
12:16:31.844 -> 0,305
12:16:31.954 -> 0,305
12:16:31.954 -> 0,306
12:16:31.954 -> 0,305
12:16:31.954 -> 0,306
12:16:31.954 -> 0,304
12:16:32.026 -> 0,304
12:16:32.026 -> 0,305
12:16:32.026 -> 0,305
12:16:32.026 -> 0,305
12:16:32.135 -> 0,305
12:16:32.135 -> 0,305
12:16:32.135 -> 0,306
12:16:32.135 -> 0,305
12:16:32.135 -> 0,305
12:16:32.208 -> 0,305
12:16:32.208 -> 0,306
12:16:32.208 -> 0,305
12:16:32.208 -> 0,305
12:16:32.315 -> 0,305
12:16:32.315 -> 0,305
12:16:32.315 -> 0,304
12:16:32.315 -> 0,305
12:16:32.315 -> 0,304
12:16:32.387 -> 0,306
12:16:32.387 -> 0,305
12:16:32.387 -> 0,305
12:16:32.387 -> 0,306
12:16:32.492 -> 0,304
12:16:32.492 -> 0,304
12:16:32.492 -> 0,304
12:16:32.492 -> 0,306
12:16:32.492 -> 0,306
12:16:32.602 -> 0,306
12:16:32.602 -> 0,305
12:16:32.602 -> 0,305
12:16:32.602 -> 0,305
12:16:32.602 -> 0,305
12:16:32.672 -> 0,305
12:16:32.672 -> 0,305
12:16:32.672 -> 0,305
12:16:32.672 -> 0,306
12:16:32.779 -> 0,306
12:16:32.779 -> 0,305
12:16:32.779 -> 0,304
12:16:32.779 -> 0,304
12:16:32.779 -> 0,305
12:16:32.849 -> 0,306
12:16:32.849 -> 0,305
12:16:32.849 -> 0,305
12:16:32.849 -> 0,304
12:16:32.954 -> 0,305
12:16:32.954 -> 0,304
12:16:32.954 -> 0,305
12:16:32.954 -> 0,305
12:16:32.954 -> 0,305
12:16:33.022 -> 0,306
12:16:33.022 -> 0,305
12:16:33.022 -> 0,305
12:16:33.022 -> 0,305
12:16:33.126 -> 0,305
12:16:33.126 -> 0,305
12:16:33.126 -> 0,305
12:16:33.126 -> 0,305
12:16:33.126 -> 0,305
12:16:33.237 -> 0,304
12:16:33.237 -> 0,304
12:16:33.237 -> 0,306
12:16:33.237 -> 0,304
12:16:33.237 -> 0,305
12:16:33.313 -> 0,305
12:16:33.313 -> 0,305
12:16:33.313 -> 0,306
12:16:33.313 -> 0,306
12:16:33.421 -> 0,304
12:16:33.421 -> 0,305
12:16:33.421 -> 0,305
12:16:33.421 -> 0,307
12:16:33.421 -> 0,305
12:16:33.488 -> 0,305
12:16:33.488 -> 0,305
12:16:33.488 -> 0,305
12:16:33.488 -> 0,306
12:16:33.590 -> 0,306
12:16:33.590 -> 0,305
12:16:33.590 -> 0,303
12:16:33.590 -> 0,304
12:16:33.590 -> 0,306
12:16:33.658 -> 0,305
12:16:33.658 -> 0,305
12:16:33.658 -> 0,305
12:16:33.658 -> 0,305
12:16:33.766 -> 0,305
12:16:33.766 -> 0,305
12:16:33.766 -> 0,305
12:16:33.766 -> 0,305
12:16:33.766 -> 0,306
12:16:33.873 -> 0,306
12:16:33.873 -> 0,306
12:16:33.873 -> 0,304
12:16:33.873 -> 0,305
12:16:33.873 -> 0,306
12:16:33.944 -> 0,306
12:16:33.944 -> 0,306
12:16:33.944 -> 0,306
12:16:33.944 -> 0,304
12:16:34.050 -> 0,306
12:16:34.050 -> 0,305
12:16:34.050 -> 0,304
12:16:34.050 -> 0,304
12:16:34.050 -> 0,305
12:16:34.123 -> 0,305
12:16:34.123 -> 0,306
12:16:34.123 -> 0,306
12:16:34.123 -> 0,305
12:16:34.223 -> 0,305
12:16:34.223 -> 0,305
12:16:34.223 -> 0,305
12:16:34.223 -> 0,306
12:16:34.223 -> 0,305
12:16:34.293 -> 0,305
12:16:34.293 -> 0,306
12:16:34.293 -> 0,306
12:16:34.293 -> 0,306
12:16:34.402 -> 0,304
12:16:34.402 -> 0,304
12:16:34.402 -> 0,305
12:16:34.402 -> 0,306
12:16:34.402 -> 0,306
12:16:34.508 -> 0,305
12:16:34.508 -> 0,305
12:16:34.508 -> 0,304
12:16:34.508 -> 0,305
12:16:34.508 -> 0,306
12:16:34.579 -> 0,305
12:16:34.579 -> 0,305
12:16:34.579 -> 0,305
12:16:34.579 -> 0,306
12:16:34.686 -> 0,306
12:16:34.686 -> 0,305
12:16:34.686 -> 0,305
12:16:34.686 -> 0,304
12:16:34.686 -> 0,305
12:16:34.758 -> 0,306
12:16:34.758 -> 0,305
12:16:34.758 -> 0,304
12:16:34.758 -> 0,305
12:16:34.864 -> 0,306
12:16:34.864 -> 0,306
12:16:34.864 -> 0,305
12:16:34.864 -> 0,306
12:16:34.864 -> 0,306
12:16:34.938 -> 0,306
12:16:34.938 -> 0,306
12:16:34.938 -> 0,305
12:16:34.938 -> 0,304
12:16:35.044 -> 0,305
12:16:35.044 -> 0,306
12:16:35.044 -> 0,307
12:16:35.044 -> 0,306
12:16:35.044 -> 0,306
12:16:35.150 -> 0,306
12:16:35.150 -> 0,306
12:16:35.150 -> 0,305
12:16:35.150 -> 0,303
12:16:35.150 -> 0,306
12:16:35.219 -> 0,305
12:16:35.219 -> 0,306
12:16:35.219 -> 0,305
12:16:35.219 -> 0,305
12:16:35.325 -> 0,305
12:16:35.325 -> 0,305
12:16:35.325 -> 0,306
12:16:35.325 -> 0,306
12:16:35.325 -> 0,306
12:16:35.395 -> 0,306
12:16:35.395 -> 0,306
12:16:35.395 -> 0,306
12:16:35.395 -> 0,304
12:16:35.505 -> 0,304
12:16:35.505 -> 0,305
12:16:35.505 -> 0,305
12:16:35.505 -> 0,305
12:16:35.505 -> 0,306
12:16:35.576 -> 0,305
12:16:35.576 -> 0,306
12:16:35.576 -> 0,304
12:16:35.576 -> 0,306
12:16:35.686 -> 0,305
12:16:35.686 -> 0,306
12:16:35.686 -> 0,306
12:16:35.686 -> 0,306
12:16:35.686 -> 0,306
12:16:35.794 -> 0,306
12:16:35.794 -> 0,305
12:16:35.794 -> 0,305
12:16:35.794 -> 0,306
12:16:35.794 -> 0,307
12:16:35.868 -> 0,306
12:16:35.868 -> 0,306
12:16:35.868 -> 0,306
12:16:35.868 -> 0,306
12:16:35.977 -> 0,306
12:16:35.977 -> 0,305
12:16:35.977 -> 0,305
12:16:35.977 -> 0,305
12:16:35.977 -> 0,306
12:16:36.043 -> 0,306
12:16:36.043 -> 0,306
12:16:36.043 -> 0,306
12:16:36.043 -> 0,305
12:16:36.153 -> 0,307
12:16:36.153 -> 0,306
12:16:36.153 -> 0,307
12:16:36.153 -> 0,307
12:16:36.153 -> 0,305
12:16:36.227 -> 0,307
12:16:36.227 -> 0,307
12:16:36.227 -> 0,306
12:16:36.227 -> 0,304
12:16:36.335 -> 0,304
12:16:36.335 -> 0,305
12:16:36.335 -> 0,307
12:16:36.335 -> 0,306
12:16:36.335 -> 0,305
12:16:36.406 -> 0,305
12:16:36.406 -> 0,305
12:16:36.406 -> 0,306
12:16:36.406 -> 0,305
12:16:36.406 -> 0,306
12:16:36.517 -> 0,306
12:16:36.517 -> 0,306
12:16:36.517 -> 0,308
12:16:36.517 -> 0,305
12:16:36.620 -> 0,305
12:16:36.620 -> 0,305
12:16:36.620 -> 0,306
12:16:36.620 -> 0,306
12:16:36.620 -> 0,306
12:16:36.695 -> 0,305
12:16:36.695 -> 0,306
12:16:36.695 -> 0,305
12:16:36.695 -> 0,306
12:16:36.766 -> 0,305
12:16:36.766 -> 0,307
12:16:36.766 -> 0,306
12:16:36.766 -> 0,306
12:16:36.766 -> 0,306
12:16:36.874 -> 0,307
12:16:36.874 -> 0,306
12:16:36.874 -> 0,305
12:16:36.874 -> 0,306
12:16:36.983 -> 0,306
12:16:36.983 -> 0,306
12:16:36.983 -> 0,306
12:16:36.983 -> 0,305
12:16:36.983 -> 0,306
12:16:37.054 -> 0,305
12:16:37.054 -> 0,305
12:16:37.054 -> 0,304
12:16:37.054 -> 0,306
12:16:37.054 -> 0,305
12:16:37.130 -> 0,305
12:16:37.130 -> 0,305
12:16:37.130 -> 0,306
12:16:37.130 -> 0,304
12:16:37.231 -> 0,305
12:16:37.231 -> 0,306
12:16:37.231 -> 0,306
12:16:37.231 -> 0,306
12:16:37.231 -> 0,306
12:16:37.340 -> 0,306
12:16:37.340 -> 0,307
12:16:37.340 -> 0,305
12:16:37.340 -> 0,305
12:16:37.407 -> 0,305
12:16:37.407 -> 0,306
12:16:37.407 -> 0,307
12:16:37.407 -> 0,305
12:16:37.407 -> 0,305
12:16:37.514 -> 0,305
12:16:37.514 -> 0,306
12:16:37.514 -> 0,306
12:16:37.514 -> 0,306
12:16:37.624 -> 0,306
12:16:37.624 -> 0,306
12:16:37.624 -> 0,306
12:16:37.624 -> 0,307
12:16:37.624 -> 0,307
12:16:37.698 -> 0,305
12:16:37.698 -> 0,306
12:16:37.698 -> 0,306
12:16:37.698 -> 0,308
12:16:37.698 -> 0,307
12:16:37.802 -> 0,306
12:16:37.802 -> 0,305
12:16:37.802 -> 0,307
12:16:37.802 -> 0,306
12:16:37.878 -> 0,305
12:16:37.878 -> 0,305
12:16:37.878 -> 0,305
12:16:37.878 -> 0,306
12:16:37.878 -> 0,306
12:16:37.983 -> 0,307
12:16:37.983 -> 0,304
12:16:37.983 -> 0,306
12:16:37.983 -> 0,306
12:16:38.054 -> 0,306
12:16:38.054 -> 0,307
12:16:38.054 -> 0,307
12:16:38.054 -> 0,306
12:16:38.054 -> 0,306
12:16:38.160 -> 0,305
12:16:38.160 -> 0,306
12:16:38.160 -> 0,306
12:16:38.160 -> 0,306
12:16:38.232 -> 0,306
12:16:38.232 -> 0,306
12:16:38.232 -> 0,307
12:16:38.232 -> 0,307
12:16:38.232 -> 0,304
12:16:38.339 -> 0,305
12:16:38.339 -> 0,305
12:16:38.339 -> 0,307
12:16:38.339 -> 0,306
12:16:38.339 -> 0,306
12:16:38.444 -> 0,306
12:16:38.444 -> 0,307
12:16:38.444 -> 0,306
12:16:38.444 -> 0,306
12:16:38.516 -> 0,305
12:16:38.516 -> 0,307
12:16:38.516 -> 0,307
12:16:38.516 -> 0,307
12:16:38.516 -> 0,305
12:16:38.622 -> 0,306
12:16:38.622 -> 0,306
12:16:38.622 -> 0,305
12:16:38.622 -> 0,306
12:16:38.694 -> 0,307
12:16:38.694 -> 0,305
12:16:38.694 -> 0,306
12:16:38.694 -> 0,306
12:16:38.694 -> 0,308
12:16:38.800 -> 0,306
12:16:38.800 -> 0,306
12:16:38.800 -> 0,307
12:16:38.800 -> 0,308
12:16:38.870 -> 0,307
12:16:38.870 -> 0,305
12:16:38.870 -> 0,307
12:16:38.870 -> 0,305
12:16:38.870 -> 0,306
12:16:38.977 -> 0,306
12:16:38.977 -> 0,305
12:16:38.977 -> 0,306
12:16:38.977 -> 0,307
12:16:38.977 -> 0,307
12:16:39.084 -> 0,307
12:16:39.084 -> 0,306
12:16:39.084 -> 0,305
12:16:39.084 -> 0,306
12:16:39.160 -> 0,306
12:16:39.160 -> 0,306
12:16:39.160 -> 0,306
12:16:39.160 -> 0,305
12:16:39.160 -> 0,307
12:16:39.229 -> 0,307
12:16:39.229 -> 0,306
12:16:39.229 -> 0,306
12:16:39.229 -> 0,307
12:16:39.338 -> 0,306
12:16:39.338 -> 0,306
12:16:39.338 -> 0,305
12:16:39.338 -> 0,308
12:16:39.338 -> 0,305
12:16:39.410 -> 0,305
12:16:39.410 -> 0,307
12:16:39.410 -> 0,306
12:16:39.410 -> 0,306
12:16:39.518 -> 0,306
12:16:39.518 -> 0,306
12:16:39.518 -> 0,308
12:16:39.518 -> 0,305
12:16:39.518 -> 0,305
12:16:39.624 -> 0,305
12:16:39.624 -> 0,307
12:16:39.624 -> 0,307
12:16:39.624 -> 0,306
12:16:39.624 -> 0,306
12:16:39.695 -> 0,307
12:16:39.695 -> 0,306
12:16:39.695 -> 0,307
12:16:39.695 -> 0,306
12:16:39.802 -> 0,307
12:16:39.802 -> 0,307
12:16:39.802 -> 0,306
12:16:39.802 -> 0,306
12:16:39.802 -> 0,305
12:16:39.874 -> 0,305
12:16:39.874 -> 0,306
12:16:39.874 -> 0,305
12:16:39.874 -> 0,306
12:16:39.981 -> 0,307
12:16:39.981 -> 0,306
12:16:39.981 -> 0,306
12:16:39.981 -> 0,307
12:16:39.981 -> 0,307
12:16:40.053 -> 0,306
12:16:40.053 -> 0,306
12:16:40.053 -> 0,306
12:16:40.053 -> 0,307
12:16:40.160 -> 0,307
12:16:40.160 -> 0,308
12:16:40.160 -> 0,306
12:16:40.160 -> 0,306
12:16:40.160 -> 0,306
12:16:40.266 -> 0,307
12:16:40.266 -> 0,306
12:16:40.266 -> 0,306
12:16:40.266 -> 0,306
12:16:40.266 -> 0,307
12:16:40.336 -> 0,307
12:16:40.336 -> 0,305
12:16:40.336 -> 0,306
12:16:40.336 -> 0,306
12:16:40.440 -> 0,307
12:16:40.440 -> 0,308
12:16:40.440 -> 0,308
12:16:40.440 -> 0,307
12:16:40.440 -> 0,305
12:16:40.511 -> 0,306
12:16:40.511 -> 0,308
12:16:40.511 -> 0,308
12:16:40.511 -> 0,306
12:16:40.620 -> 0,307
12:16:40.620 -> 0,308
12:16:40.620 -> 0,308
12:16:40.620 -> 0,306
12:16:40.620 -> 0,305
12:16:40.696 -> 0,306
12:16:40.696 -> 0,307
12:16:40.696 -> 0,308
12:16:40.696 -> 0,307
12:16:40.804 -> 0,306
12:16:40.804 -> 0,307
12:16:40.804 -> 0,306
12:16:40.804 -> 0,307
12:16:40.804 -> 0,306
12:16:40.905 -> 0,307
12:16:40.905 -> 0,306
12:16:40.905 -> 0,308
12:16:40.905 -> 0,307
12:16:40.905 -> 0,308
12:16:40.979 -> 0,306
12:16:40.979 -> 0,305
12:16:40.979 -> 0,308
12:16:40.979 -> 0,307
12:16:41.083 -> 0,307
12:16:41.083 -> 0,307
12:16:41.083 -> 0,306
12:16:41.083 -> 0,309
12:16:41.083 -> 0,307
12:16:41.150 -> 0,307
12:16:41.150 -> 0,306
12:16:41.150 -> 0,307
12:16:41.150 -> 0,307
12:16:41.255 -> 0,307
12:16:41.255 -> 0,308
12:16:41.255 -> 0,307
12:16:41.255 -> 0,307
12:16:41.255 -> 0,307
12:16:41.330 -> 0,307
12:16:41.330 -> 0,309
12:16:41.330 -> 0,308
12:16:41.330 -> 0,307
12:16:41.430 -> 0,307
12:16:41.430 -> 0,306
12:16:41.430 -> 0,306
12:16:41.430 -> 0,307
12:16:41.430 -> 0,305
12:16:41.540 -> 0,307
12:16:41.540 -> 0,308
12:16:41.540 -> 0,308
12:16:41.540 -> 0,306
12:16:41.540 -> 0,306
12:16:41.613 -> 0,307
12:16:41.613 -> 0,307
12:16:41.613 -> 0,307
12:16:41.613 -> 0,307
12:16:41.718 -> 0,308
12:16:41.718 -> 0,307
12:16:41.718 -> 0,308
12:16:41.718 -> 0,307
12:16:41.718 -> 0,305
12:16:41.790 -> 0,307
12:16:41.790 -> 0,307
12:16:41.790 -> 0,308
12:16:41.790 -> 0,307
12:16:41.894 -> 0,306
12:16:41.894 -> 0,307
12:16:41.894 -> 0,306
12:16:41.894 -> 0,307
12:16:41.894 -> 0,307
12:16:41.999 -> 0,307
12:16:41.999 -> 0,306
12:16:41.999 -> 0,307
12:16:41.999 -> 0,306
12:16:42.067 -> 0,308
12:16:42.067 -> 0,306
12:16:42.067 -> 0,306
12:16:42.067 -> 0,306
12:16:42.067 -> 0,308
12:16:42.177 -> 0,307
12:16:42.177 -> 0,307
12:16:42.177 -> 0,307
12:16:42.177 -> 0,309
12:16:42.177 -> 0,307
12:16:42.285 -> 0,306
12:16:42.285 -> 0,306
12:16:42.285 -> 0,307
12:16:42.285 -> 0,308
12:16:42.357 -> 0,308
12:16:42.357 -> 0,307
12:16:42.357 -> 0,306
12:16:42.357 -> 0,306
12:16:42.357 -> 0,308
12:16:42.460 -> 0,307
12:16:42.460 -> 0,308
12:16:42.460 -> 0,307
12:16:42.460 -> 0,307
12:16:42.527 -> 0,308
12:16:42.527 -> 0,307
12:16:42.527 -> 0,307
12:16:42.527 -> 0,306
12:16:42.527 -> 0,305
12:16:42.636 -> 0,307
12:16:42.636 -> 0,308
12:16:42.636 -> 0,306
12:16:42.636 -> 0,306
12:16:42.709 -> 0,305
12:16:42.709 -> 0,306
12:16:42.709 -> 0,306
12:16:42.709 -> 0,306
12:16:42.709 -> 0,307
12:16:42.814 -> 0,307
12:16:42.814 -> 0,308
12:16:42.814 -> 0,307
12:16:42.814 -> 0,307
12:16:42.814 -> 0,307
12:16:42.918 -> 0,306
12:16:42.918 -> 0,307
12:16:42.918 -> 0,308
12:16:42.918 -> 0,307
12:16:42.986 -> 0,306
12:16:42.986 -> 0,308
12:16:42.986 -> 0,307
12:16:42.986 -> 0,307
12:16:42.986 -> 0,306
12:16:43.092 -> 0,307
12:16:43.092 -> 0,307
12:16:43.092 -> 0,307
12:16:43.092 -> 0,307
12:16:43.198 -> 0,307
12:16:43.198 -> 0,306
12:16:43.198 -> 0,307
12:16:43.198 -> 0,307
12:16:43.198 -> 0,308
12:16:43.268 -> 0,307
12:16:43.268 -> 0,307
12:16:43.268 -> 0,307
12:16:43.268 -> 0,308
12:16:43.371 -> 0,306
12:16:43.371 -> 0,305
12:16:43.371 -> 0,306
12:16:43.371 -> 0,306
12:16:43.371 -> 0,307
12:16:43.443 -> 0,308
12:16:43.443 -> 0,306
12:16:43.443 -> 0,306
12:16:43.443 -> 0,306
12:16:43.443 -> 0,307
12:16:43.549 -> 0,307
12:16:43.549 -> 0,308
12:16:43.549 -> 0,307
12:16:43.549 -> 0,307
12:16:43.654 -> 0,307
12:16:43.654 -> 0,308
12:16:43.654 -> 0,306
12:16:43.654 -> 0,306
12:16:43.654 -> 0,306
12:16:43.729 -> 0,308
12:16:43.729 -> 0,308
12:16:43.729 -> 0,308
12:16:43.729 -> 0,307
12:16:43.843 -> 0,307
12:16:43.843 -> 0,306
12:16:43.843 -> 0,307
12:16:43.843 -> 0,306
12:16:43.843 -> 0,307
12:16:43.911 -> 0,307
12:16:43.911 -> 0,308
12:16:43.911 -> 0,308
12:16:43.911 -> 0,308
12:16:44.019 -> 0,306
12:16:44.019 -> 0,307
12:16:44.019 -> 0,308
12:16:44.019 -> 0,308
12:16:44.019 -> 0,308
12:16:44.086 -> 0,306
12:16:44.086 -> 0,307
12:16:44.086 -> 0,306
12:16:44.086 -> 0,308
12:16:44.086 -> 0,307
12:16:44.195 -> 0,306
12:16:44.195 -> 0,306
12:16:44.195 -> 0,307
12:16:44.195 -> 0,307
12:16:44.299 -> 0,307
12:16:44.299 -> 0,307
12:16:44.299 -> 0,307
12:16:44.299 -> 0,307
12:16:44.299 -> 0,307
12:16:44.366 -> 0,308
12:16:44.366 -> 0,306
12:16:44.366 -> 0,307
12:16:44.366 -> 0,308
12:16:44.479 -> 0,307
12:16:44.479 -> 0,306
12:16:44.479 -> 0,307
12:16:44.479 -> 0,306
12:16:44.479 -> 0,308
12:16:44.550 -> 0,307
12:16:44.550 -> 0,307
12:16:44.550 -> 0,308
12:16:44.550 -> 0,306
12:16:44.660 -> 0,308
12:16:44.660 -> 0,307
12:16:44.660 -> 0,307
12:16:44.660 -> 0,307
12:16:44.660 -> 0,307
12:16:44.730 -> 0,307
12:16:44.730 -> 0,309
12:16:44.730 -> 0,307
12:16:44.730 -> 0,307
12:16:44.730 -> 0,307
12:16:44.836 -> 0,307
12:16:44.836 -> 0,308
12:16:44.836 -> 0,306
12:16:44.836 -> 0,307
12:16:44.912 -> 0,308
12:16:44.912 -> 0,307
12:16:44.912 -> 0,308
12:16:44.912 -> 0,307
12:16:44.912 -> 0,307
12:16:45.022 -> 0,307
12:16:45.022 -> 0,307
12:16:45.022 -> 0,308
12:16:45.022 -> 0,307
12:16:45.094 -> 0,307
12:16:45.094 -> 0,307
12:16:45.094 -> 0,308
12:16:45.094 -> 0,308
12:16:45.094 -> 0,308
12:16:45.202 -> 0,307
12:16:45.202 -> 0,306
12:16:45.202 -> 0,309
12:16:45.202 -> 0,307
12:16:45.273 -> 0,306
12:16:45.273 -> 0,306
12:16:45.273 -> 0,306
12:16:45.273 -> 0,308
12:16:45.273 -> 0,308
12:16:45.381 -> 0,308
12:16:45.381 -> 0,307
12:16:45.381 -> 0,307
12:16:45.381 -> 0,308
12:16:45.381 -> 0,308
12:16:45.449 -> 0,308
12:16:45.449 -> 0,307
12:16:45.449 -> 0,307
12:16:45.449 -> 0,308
12:16:45.560 -> 0,308
12:16:45.560 -> 0,307
12:16:45.560 -> 0,306
12:16:45.560 -> 0,307
12:16:45.560 -> 0,307
12:16:45.631 -> 0,307
12:16:45.631 -> 0,307
12:16:45.631 -> 0,306
12:16:45.631 -> 0,306
12:16:45.734 -> 0,306
12:16:45.734 -> 0,308
12:16:45.734 -> 0,307
12:16:45.734 -> 0,307
12:16:45.734 -> 0,307
12:16:45.841 -> 0,308
12:16:45.841 -> 0,309
12:16:45.841 -> 0,307
12:16:45.841 -> 0,307
12:16:45.915 -> 0,307
12:16:45.915 -> 0,307
12:16:45.915 -> 0,308
12:16:45.915 -> 0,307
12:16:45.915 -> 0,307
12:16:46.024 -> 0,309
12:16:46.024 -> 0,307
12:16:46.024 -> 0,306
12:16:46.024 -> 0,307
12:16:46.024 -> 0,307
12:16:46.094 -> 0,307
12:16:46.094 -> 0,308
12:16:46.094 -> 0,308
12:16:46.094 -> 0,308
12:16:46.207 -> 0,308
12:16:46.207 -> 0,307
12:16:46.207 -> 0,308
12:16:46.207 -> 0,308
12:16:46.207 -> 0,308
12:16:46.280 -> 0,307
12:16:46.280 -> 0,307
12:16:46.280 -> 0,309
12:16:46.280 -> 0,307
12:16:46.386 -> 0,306
12:16:46.386 -> 0,306
12:16:46.386 -> 0,307
12:16:46.386 -> 0,308
12:16:46.386 -> 0,308
12:16:46.461 -> 0,308
12:16:46.461 -> 0,308
12:16:46.461 -> 0,306
12:16:46.461 -> 0,308
12:16:46.567 -> 0,308
12:16:46.567 -> 0,309
12:16:46.567 -> 0,308
12:16:46.567 -> 0,308
12:16:46.567 -> 0,308
12:16:46.677 -> 0,308
12:16:46.677 -> 0,307
12:16:46.677 -> 0,307
12:16:46.677 -> 0,307
12:16:46.677 -> 0,308
12:16:46.750 -> 0,309
12:16:46.750 -> 0,308
12:16:46.750 -> 0,307
12:16:46.750 -> 0,308
12:16:46.856 -> 0,307
12:16:46.856 -> 0,308
12:16:46.856 -> 0,307
12:16:46.856 -> 0,307
12:16:46.856 -> 0,308
12:16:46.924 -> 0,308
12:16:46.924 -> 0,309
12:16:46.924 -> 0,308
12:16:46.924 -> 0,306
12:16:47.034 -> 0,306
12:16:47.034 -> 0,307
12:16:47.034 -> 0,309
12:16:47.034 -> 0,308
12:16:47.034 -> 0,307
12:16:47.101 -> 0,307
12:16:47.101 -> 0,307
12:16:47.101 -> 0,309
12:16:47.101 -> 0,307
12:16:47.208 -> 0,307
12:16:47.208 -> 0,308
12:16:47.208 -> 0,309
12:16:47.208 -> 0,308
12:16:47.208 -> 0,308
12:16:47.318 -> 0,306
12:16:47.318 -> 0,308
12:16:47.318 -> 0,308
12:16:47.318 -> 0,309
12:16:47.318 -> 0,307
12:16:47.386 -> 0,308
12:16:47.386 -> 0,307
12:16:47.386 -> 0,308
12:16:47.386 -> 0,308
12:16:47.493 -> 0,307
12:16:47.493 -> 0,308
12:16:47.493 -> 0,308
12:16:47.493 -> 0,308
12:16:47.493 -> 0,308
12:16:47.565 -> 0,307
12:16:47.565 -> 0,308
12:16:47.565 -> 0,308
12:16:47.565 -> 0,308
12:16:47.676 -> 0,309
12:16:47.676 -> 0,308
12:16:47.676 -> 0,308
12:16:47.676 -> 0,307
12:16:47.676 -> 0,308
12:16:47.750 -> 0,309
12:16:47.750 -> 0,307
12:16:47.750 -> 0,306
12:16:47.750 -> 0,308
12:16:47.853 -> 0,308
12:16:47.853 -> 0,308
12:16:47.853 -> 0,308
12:16:47.853 -> 0,307
12:16:47.853 -> 0,309
12:16:47.959 -> 0,307
12:16:47.959 -> 0,309
12:16:47.959 -> 0,308
12:16:47.959 -> 0,308
12:16:47.959 -> 0,308
12:16:48.033 -> 0,308
12:16:48.033 -> 0,309
12:16:48.033 -> 0,309
12:16:48.033 -> 0,307
12:16:48.104 -> 0,307
12:16:48.104 -> 0,308
12:16:48.104 -> 0,308
12:16:48.104 -> 0,308
12:16:48.104 -> 0,307
12:16:48.209 -> 0,308
12:16:48.209 -> 0,309
12:16:48.209 -> 0,308
12:16:48.209 -> 0,308
12:16:48.316 -> 0,307
12:16:48.316 -> 0,309
12:16:48.316 -> 0,309
12:16:48.316 -> 0,308
12:16:48.316 -> 0,308
12:16:48.387 -> 0,308
12:16:48.387 -> 0,307
12:16:48.387 -> 0,307
12:16:48.387 -> 0,308
12:16:48.495 -> 0,309
12:16:48.495 -> 0,306
12:16:48.495 -> 0,308
12:16:48.495 -> 0,308
12:16:48.495 -> 0,309
12:16:48.570 -> 0,308
12:16:48.570 -> 0,306
12:16:48.570 -> 0,308
12:16:48.570 -> 0,309
12:16:48.570 -> 0,308
12:16:48.677 -> 0,308
12:16:48.677 -> 0,308
12:16:48.677 -> 0,309
12:16:48.677 -> 0,308
12:16:48.751 -> 0,308
12:16:48.751 -> 0,307
12:16:48.751 -> 0,307
12:16:48.751 -> 0,308
12:16:48.751 -> 0,308
12:16:48.860 -> 0,308
12:16:48.860 -> 0,309
12:16:48.860 -> 0,307
12:16:48.860 -> 0,308
12:16:48.936 -> 0,309
12:16:48.936 -> 0,309
12:16:48.936 -> 0,308
12:16:48.936 -> 0,307
12:16:48.936 -> 0,309
12:16:49.041 -> 0,307
12:16:49.041 -> 0,309
12:16:49.041 -> 0,308
12:16:49.041 -> 0,308
12:16:49.112 -> 0,308
12:16:49.112 -> 0,308
12:16:49.112 -> 0,309
12:16:49.112 -> 0,309
12:16:49.112 -> 0,308
12:16:49.220 -> 0,310
12:16:49.220 -> 0,309
12:16:49.220 -> 0,309
12:16:49.220 -> 0,309
12:16:49.220 -> 0,308
12:16:49.295 -> 0,308
12:16:49.295 -> 0,309
12:16:49.295 -> 0,310
12:16:49.295 -> 0,309
12:16:49.400 -> 0,308
12:16:49.400 -> 0,307
12:16:49.400 -> 0,309
12:16:49.400 -> 0,308
12:16:49.400 -> 0,308
12:16:49.504 -> 0,308
