// up to max 1900 psi, opened motor fully and then started measuring pressure.
14:08:50.485 -> -8250,184
14:08:50.523 -> -8250,184
14:08:50.523 -> -8250,184
14:08:50.556 -> -8250,183
14:08:50.556 -> -8250,183
14:08:50.590 -> -8250,184
14:08:50.590 -> -8250,184
14:08:50.625 -> -8250,182
14:08:50.662 -> -8250,184
14:08:50.662 -> -8250,183
14:08:50.695 -> -8250,184
14:08:50.695 -> -8250,184
14:08:50.729 -> -8250,184
14:08:50.729 -> -8250,182
14:08:50.762 -> -8250,183
14:08:50.796 -> -8250,184
14:08:50.796 -> -8250,184
14:08:50.835 -> -8250,183
14:08:50.835 -> -8250,183
14:08:50.873 -> -8250,184
14:08:50.873 -> -8250,183
14:08:50.908 -> -8250,183
14:08:50.908 -> -8250,183
14:08:50.945 -> -8250,183
14:08:50.985 -> -8250,183
14:08:50.985 -> -8250,183
14:08:51.019 -> -8250,182
14:08:51.019 -> -8250,183
14:08:51.053 -> -8250,184
14:08:51.053 -> -8250,184
14:08:51.089 -> -8250,184
14:08:51.089 -> -8250,182
14:08:51.125 -> -8250,184
14:08:51.159 -> -8250,183
14:08:51.159 -> -8250,183
14:08:51.194 -> -8250,182
14:08:51.194 -> -8250,183
14:08:51.230 -> -8250,184
14:08:51.230 -> -8250,183
14:08:51.268 -> -8250,184
14:08:51.268 -> -8250,184
14:08:51.304 -> -8250,183
14:08:51.341 -> -8250,183
14:08:51.341 -> -8250,183
14:08:51.375 -> -8250,183
14:08:51.375 -> -8250,184
14:08:51.409 -> -8250,183
14:08:51.409 -> -8250,182
14:08:51.445 -> -8250,183
14:08:51.484 -> -8250,183
14:08:51.484 -> -8250,184
14:08:51.519 -> -8250,182
14:08:51.519 -> -8250,184
14:08:51.553 -> -8250,183
14:08:51.553 -> -8250,183
14:08:51.588 -> -8250,184
14:08:51.588 -> -8250,182
14:08:51.624 -> -8250,183
14:08:51.658 -> -8250,183
14:08:51.658 -> -8250,183
14:08:51.698 -> -8250,182
14:08:51.698 -> -8250,183
14:08:51.733 -> -8250,183
14:08:51.733 -> -8250,184
14:08:51.771 -> -8250,184
14:08:51.771 -> -8250,183
14:08:51.808 -> -8250,183
14:08:51.808 -> -8250,184
14:08:51.844 -> -8250,182
14:08:51.878 -> -8250,183
14:08:51.878 -> -8250,183
14:08:51.912 -> -8250,184
14:08:51.912 -> -8250,184
14:08:51.948 -> -8250,183
14:08:51.948 -> -8250,183
14:08:51.982 -> -8250,184
14:08:52.018 -> -8250,183
14:08:52.018 -> -8250,183
14:08:52.052 -> -8250,183
14:08:52.052 -> -8250,183
14:08:52.085 -> -8250,183
14:08:52.121 -> -8250,184
14:08:52.121 -> -8250,183
14:08:52.155 -> -8250,183
14:08:52.155 -> -8250,183
14:08:52.192 -> -8250,182
14:08:52.192 -> -8250,183
14:08:52.227 -> -8250,183
14:08:52.227 -> -8250,184
14:08:52.262 -> -8250,183
14:08:52.296 -> -8250,183
14:08:52.296 -> -8250,183
14:08:52.329 -> -8250,184
14:08:52.329 -> -8250,183
14:08:52.367 -> -8250,183
14:08:52.367 -> -8250,183
14:08:52.405 -> -8250,184
14:08:52.439 -> -8250,184
14:08:52.439 -> -8250,183
14:08:52.475 -> -8250,184
14:08:52.475 -> -8250,183
14:08:52.511 -> -8250,183
14:08:52.511 -> -8250,184
14:08:52.548 -> -8250,183
14:08:52.548 -> -8250,184
14:08:52.583 -> -8250,184
14:08:52.618 -> -8250,184
14:08:52.618 -> -8250,183
14:08:52.655 -> -8250,183
14:08:52.655 -> -8250,184
14:08:52.688 -> -8250,183
14:08:52.688 -> -8250,183
14:08:52.722 -> -8250,183
14:08:52.758 -> -8250,183
14:08:52.758 -> -8250,183
14:08:52.795 -> -8250,184
14:08:52.795 -> -8250,183
14:08:52.834 -> -8250,183
14:08:52.834 -> -8250,184
14:08:52.867 -> -8250,183
14:08:52.867 -> -8250,183
14:08:52.901 -> -8250,184
14:08:52.934 -> -8250,184
14:08:52.934 -> -8250,183
14:08:52.967 -> -8250,182
14:08:52.967 -> -8250,183
14:08:53.001 -> -8250,184
14:08:53.035 -> -8250,183
14:08:53.035 -> -8250,183
14:08:53.073 -> -8250,183
14:08:53.073 -> -8250,183
14:08:53.109 -> -8250,183
14:08:53.109 -> -8250,183
14:08:53.143 -> -8250,183
14:08:53.177 -> -8250,183
14:08:53.177 -> -8250,183
14:08:53.216 -> -8250,183
14:08:53.216 -> -8250,183
14:08:53.252 -> -8250,183
14:08:53.252 -> -8250,184
14:08:53.289 -> -8250,183
14:08:53.289 -> -8250,183
14:08:53.325 -> -8250,183
14:08:53.362 -> -8250,183
14:08:53.362 -> -8250,183
14:08:53.400 -> -8250,182
14:08:53.400 -> -8250,183
14:08:53.434 -> -8250,184
14:08:53.434 -> -8250,184
14:08:53.467 -> -8250,182
14:08:53.467 -> -8250,182
14:08:53.501 -> -8250,184
14:08:53.534 -> -8250,184
14:08:53.534 -> -8250,183
14:08:53.570 -> -8250,182
14:08:53.570 -> -8250,184
14:08:53.604 -> -8250,184
14:08:53.640 -> -8250,182
14:08:53.640 -> -8250,183
14:08:53.677 -> -8250,183
14:08:53.677 -> -8250,183
14:08:53.716 -> -8250,182
14:08:53.716 -> -8250,183
14:08:53.751 -> -8250,184
14:08:53.751 -> -8250,183
14:08:53.787 -> -8250,183
14:08:53.787 -> -8250,184
14:08:53.820 -> -8250,183
14:08:53.854 -> -8250,183
14:08:53.854 -> -8250,183
14:08:53.887 -> -8250,183
14:08:53.887 -> -8250,183
14:08:53.921 -> -8250,183
14:08:53.957 -> -8250,183
14:08:53.957 -> -8250,183
14:08:53.993 -> -8250,183
14:08:53.993 -> -8250,183
14:08:54.033 -> -8250,183
14:08:54.033 -> -8250,183
14:08:54.070 -> -8250,183
14:08:54.070 -> -8250,183
14:08:54.105 -> -8250,183
14:08:54.138 -> -8250,183
14:08:54.138 -> -8250,183
14:08:54.172 -> -8250,183
14:08:54.172 -> -8250,183
14:08:54.209 -> -8250,183
14:08:54.209 -> -8250,183
14:08:54.245 -> -8250,183
14:08:54.283 -> -8250,184
14:08:54.283 -> -8250,183
14:08:54.317 -> -8250,182
14:08:54.317 -> -8250,183
14:08:54.352 -> -8250,183
14:08:54.352 -> -8250,183
14:08:54.389 -> -8250,183
14:08:54.389 -> -8250,184
14:08:54.424 -> -8250,183
14:08:54.461 -> -8250,183
14:08:54.461 -> -8250,183
14:08:54.499 -> -8250,183
14:08:54.499 -> -8250,184
14:08:54.533 -> -8250,184
14:08:54.533 -> -8250,183
14:08:54.567 -> -8250,184
14:08:54.567 -> -8250,184
14:08:54.601 -> -8250,183
14:08:54.635 -> -8250,182
14:08:54.635 -> -8250,183
14:08:54.672 -> -8250,182
14:08:54.672 -> -8250,183
14:08:54.708 -> -8250,182
14:08:54.708 -> -8250,183
14:08:54.745 -> -8250,184
14:08:54.783 -> -8250,183
14:08:54.783 -> -8250,183
14:08:54.817 -> -8250,183
14:08:54.817 -> -8250,183
14:08:54.851 -> -8250,182
14:08:54.851 -> -8250,183
14:08:54.887 -> -8250,184
14:08:54.887 -> -8250,183
14:08:54.920 -> -8250,183
14:08:54.957 -> -8250,183
14:08:54.957 -> -8250,183
14:08:54.991 -> -8250,184
14:08:54.991 -> -8250,183
14:08:55.028 -> -8250,182
14:08:55.028 -> -8250,183
14:08:55.062 -> -8250,184
14:08:55.101 -> -8250,182
14:08:55.101 -> -8250,183
14:08:55.134 -> -8250,183
14:08:55.134 -> -8250,183
14:08:55.167 -> -8250,184
14:08:55.167 -> -8250,183
14:08:55.201 -> -8250,183
14:08:55.234 -> -8250,183
14:08:55.234 -> -8250,183
14:08:55.267 -> -8250,183
14:08:55.267 -> -8250,183
14:08:55.304 -> -8250,183
14:08:55.340 -> -8250,183
14:08:55.340 -> -8250,183
14:08:55.377 -> -8250,183
14:08:55.377 -> -8250,184
14:08:55.416 -> -8250,184
14:08:55.416 -> -8250,184
14:08:55.451 -> -8250,182
14:08:55.451 -> -8250,184
14:08:55.487 -> -8250,184
14:08:55.487 -> -8250,183
14:08:55.522 -> -8250,184
14:08:55.556 -> -8250,184
14:08:55.556 -> -8250,184
14:08:55.592 -> -8250,183
14:08:55.592 -> -8250,183
14:08:55.626 -> -8250,184
14:08:55.626 -> -8250,184
14:08:55.660 -> -8250,182
14:08:55.696 -> -8250,183
14:08:55.696 -> -8250,184
14:08:55.730 -> -8250,184
14:08:55.730 -> -8250,183
14:08:55.764 -> -8250,183
14:08:55.805 -> -8250,184
14:08:55.805 -> -8250,184
14:08:55.839 -> -8250,183
14:08:55.839 -> -8250,184
14:08:55.876 -> -8250,184
14:08:55.876 -> -8250,184
14:08:55.909 -> -8250,183
14:08:55.909 -> -8250,183
14:08:55.946 -> -8250,184
14:08:55.946 -> -8250,184
14:08:55.983 -> -8250,183
14:08:56.021 -> -8250,183
14:08:56.021 -> -8250,184
14:08:56.056 -> -8250,184
14:08:56.056 -> -8250,183
14:08:56.093 -> -8250,183
14:08:56.093 -> -8250,184
14:08:56.127 -> -8250,184
14:08:56.127 -> -8250,183
14:08:56.166 -> -8250,183
14:08:56.166 -> -8250,184
14:08:56.201 -> -8250,184
14:08:56.236 -> -8250,184
14:08:56.236 -> -8250,183
14:08:56.275 -> -8250,183
14:08:56.275 -> -8250,184
14:08:56.311 -> -8250,183
14:08:56.311 -> -8250,183
14:08:56.344 -> -8250,183
14:08:56.379 -> -8250,183
14:08:56.379 -> -8250,183
14:08:56.417 -> -8250,182
14:08:56.417 -> -8250,183
14:08:56.450 -> -8250,184
14:08:56.450 -> -8250,182
14:08:56.484 -> -8250,183
14:08:56.520 -> -8250,184
14:08:56.520 -> -8250,183
14:08:56.556 -> -8250,182
14:08:56.556 -> -8250,182
14:08:56.592 -> -8250,182
14:08:56.592 -> -8250,183
14:08:56.628 -> -8250,182
14:08:56.628 -> -8250,183
14:08:56.666 -> -8250,184
14:08:56.666 -> -8250,183
14:08:56.700 -> -8250,183
14:08:56.734 -> -8250,183
14:08:56.734 -> -8250,183
14:08:56.771 -> -8250,184
14:08:56.771 -> -8250,182
14:08:56.809 -> -8250,183
14:08:56.809 -> -8250,184
14:08:56.843 -> -8250,183
14:08:56.880 -> -8250,183
14:08:56.880 -> -8250,183
14:08:56.916 -> -8250,184
14:08:56.916 -> -8250,183
14:08:56.951 -> -8250,183
14:08:56.951 -> -8250,183
14:08:56.988 -> -8250,183
14:08:56.988 -> -8250,184
14:08:57.022 -> -8250,183
14:08:57.056 -> -8250,183
14:08:57.056 -> -8250,183
14:08:57.091 -> -8250,184
14:08:57.091 -> -8250,183
14:08:57.128 -> -8250,184
14:08:57.128 -> -8250,183
14:08:57.163 -> -8250,184
14:08:57.198 -> -8250,183
14:08:57.198 -> -8250,184
14:08:57.234 -> -8250,183
14:08:57.234 -> -8250,183
14:08:57.270 -> -8250,183
14:08:57.270 -> -8250,183
14:08:57.305 -> -8250,184
14:08:57.343 -> -8250,183
14:08:57.343 -> -8250,183
14:08:57.381 -> -8250,183
14:08:57.381 -> -8250,183
14:08:57.416 -> -8250,183
14:08:57.416 -> -8250,183
14:08:57.451 -> -8250,183
14:08:57.451 -> -8250,183
14:08:57.488 -> -8250,184
14:08:57.488 -> -8250,183
14:08:57.525 -> -8250,184
14:08:57.560 -> -8250,184
14:08:57.560 -> -8250,183
14:08:57.595 -> -8250,184
14:08:57.595 -> -8250,184
14:08:57.628 -> -8250,184
14:08:57.628 -> -8250,184
14:08:57.664 -> -8250,182
14:08:57.699 -> -8250,183
14:08:57.699 -> -8250,184
14:08:57.733 -> -8250,183
14:08:57.733 -> -8250,182
14:08:57.767 -> -8250,184
14:08:57.767 -> -8250,184
14:08:57.804 -> -8250,184
14:08:57.841 -> -8250,183
14:08:57.841 -> -8250,184
14:08:57.877 -> -8250,184
14:08:57.877 -> -8250,183
14:08:57.913 -> -8250,183
14:08:57.913 -> -8250,184
14:08:57.950 -> -8250,183
14:08:57.950 -> -8250,183
14:08:57.985 -> -8250,184
14:08:58.021 -> -8250,184
14:08:58.021 -> -8250,184
14:08:58.056 -> -8250,183
14:08:58.056 -> -8250,182
14:08:58.093 -> -8250,184
14:08:58.093 -> -8250,184
14:08:58.128 -> -8250,183
14:08:58.128 -> -8250,183
14:08:58.163 -> -8250,183
14:08:58.199 -> -8250,183
14:08:58.199 -> -8250,183
14:08:58.236 -> -8250,183
14:08:58.236 -> -8250,184
14:08:58.274 -> -8250,183
14:08:58.274 -> -8250,183
14:08:58.311 -> -8250,183
14:08:58.311 -> -8250,184
14:08:58.346 -> -8250,183
14:08:58.346 -> -8250,183
14:08:58.380 -> -8250,183
14:08:58.417 -> -8250,183
14:08:58.417 -> -8250,183
14:08:58.461 -> -8250,183
14:08:58.461 -> -8250,183
14:08:58.485 -> -8250,184
14:08:58.485 -> -8250,183
14:08:58.520 -> -8250,183
14:08:58.555 -> -8250,184
14:08:58.555 -> -8250,183
14:08:58.591 -> -8250,183
14:08:58.591 -> -8250,184
14:08:58.625 -> -8250,184
14:08:58.660 -> -8250,183
14:08:58.660 -> -8250,183
14:08:58.694 -> -8250,183
14:08:58.694 -> -8250,183
14:08:58.729 -> -8250,182
14:08:58.729 -> -8250,183
14:08:58.763 -> -8250,183
14:08:58.799 -> -8250,184
14:08:58.799 -> -8250,184
14:08:58.834 -> -8250,183
14:08:58.834 -> -8250,184
14:08:58.870 -> -8250,184
14:08:58.870 -> -8250,183
14:08:58.905 -> -8250,183
14:08:58.905 -> -8250,183
14:08:58.939 -> -8250,183
14:08:58.972 -> -8250,182
14:08:58.972 -> -8250,182
14:08:59.006 -> -8250,184
14:08:59.006 -> -8250,183
14:08:59.040 -> -8250,182
14:08:59.074 -> -8250,182
14:08:59.074 -> -8250,184
14:08:59.109 -> -8250,183
14:08:59.109 -> -8250,183
14:08:59.145 -> -8250,182
14:08:59.181 -> -8250,183
14:08:59.181 -> -8250,183
14:08:59.219 -> -8250,183
14:08:59.219 -> -8250,183
14:08:59.257 -> -8250,183
14:08:59.257 -> -8250,183
14:08:59.293 -> -8250,183
14:08:59.293 -> -8250,184
14:08:59.332 -> -8250,183
14:08:59.332 -> -8250,183
14:08:59.367 -> -8250,184
14:08:59.367 -> -8250,183
14:08:59.403 -> -8250,183
14:08:59.439 -> -8250,184
14:08:59.439 -> -8250,183
14:08:59.475 -> -8250,185
14:08:59.475 -> -8250,183
14:08:59.514 -> -8250,183
14:08:59.514 -> -8250,184
14:08:59.546 -> -8250,184
14:08:59.546 -> -8250,183
14:08:59.580 -> -8250,183
14:08:59.616 -> -8250,184
14:08:59.616 -> -8250,184
14:08:59.652 -> -8250,183
14:08:59.652 -> -8250,182
14:08:59.689 -> -8250,184
14:08:59.689 -> -8250,183
14:08:59.724 -> -8250,183
14:08:59.757 -> -8250,183
14:08:59.757 -> -8250,183
14:08:59.792 -> -8250,183
14:08:59.792 -> -8250,183
14:08:59.827 -> -8250,183
14:08:59.827 -> -8250,184
14:08:59.862 -> -8250,184
14:08:59.898 -> -8250,184
14:08:59.898 -> -8250,183
14:08:59.931 -> -8250,183
14:08:59.931 -> -8250,183
14:08:59.967 -> -8250,183
14:08:59.967 -> -8250,184
14:09:00.004 -> -8250,184
14:09:00.036 -> -8250,182
14:09:00.036 -> -8250,184
14:09:00.071 -> -8250,184
14:09:00.071 -> -8250,184
14:09:00.121 -> -8250,183
14:09:00.121 -> -8250,184
14:09:00.156 -> -8250,184
14:09:00.156 -> -8250,183
14:09:00.189 -> -8250,183
14:09:00.189 -> -8250,184
14:09:00.218 -> -8250,184
14:09:00.256 -> -8250,183
14:09:00.256 -> -8250,183
14:09:00.294 -> -8250,183
14:09:00.294 -> -8250,184
14:09:00.348 -> -8250,183
14:09:00.348 -> -8250,183
14:09:00.372 -> -8250,183
14:09:00.372 -> -8250,184
14:09:00.408 -> -8250,183
14:09:00.447 -> -8250,184
14:09:00.447 -> -8250,184
14:09:00.484 -> -8250,184
14:09:00.484 -> -8250,183
14:09:00.514 -> -8250,184
14:09:00.514 -> -8250,184
14:09:00.556 -> -8250,184
14:09:00.556 -> -8250,182
14:09:00.589 -> -8250,184
14:09:00.623 -> -8250,183
14:09:00.623 -> -8250,184
14:09:00.654 -> -8250,182
14:09:00.654 -> -8250,184
14:09:00.699 -> -8250,183
14:09:00.699 -> -8250,183
14:09:00.732 -> -8250,183
14:09:00.759 -> -8250,183
14:09:00.759 -> -8250,183
14:09:00.786 -> -8250,183
14:09:00.786 -> -8250,183
14:09:00.822 -> -8250,183
14:09:00.855 -> -8250,183
14:09:00.855 -> -8250,183
14:09:00.889 -> -8250,183
14:09:00.889 -> -8250,183
14:09:00.923 -> -8250,183
14:09:00.957 -> -8250,184
14:09:00.957 -> -8250,184
14:09:00.994 -> -8250,183
14:09:00.994 -> -8250,182
14:09:01.031 -> -8250,183
14:09:01.031 -> -8250,184
14:09:01.063 -> -8250,183
14:09:01.100 -> -8250,184
14:09:01.100 -> -8250,184
14:09:01.135 -> -8250,183
14:09:01.135 -> -8250,183
14:09:01.174 -> -8250,183
14:09:01.174 -> -8250,184
14:09:01.210 -> -8250,183
14:09:01.210 -> -8250,182
14:09:01.255 -> -8250,184
14:09:01.255 -> -8250,183
14:09:01.280 -> -8250,182
14:09:01.316 -> -8250,183
14:09:01.316 -> -8250,184
14:09:01.354 -> -8250,183
14:09:01.354 -> -8250,183
14:09:01.389 -> -8250,183
14:09:01.389 -> -8250,183
14:09:01.423 -> -8250,183
14:09:01.456 -> -8250,182
14:09:01.456 -> -8250,184
14:09:01.493 -> -8250,184
14:09:01.493 -> -8250,183
14:09:01.531 -> -8250,182
14:09:01.531 -> -8250,183
14:09:01.567 -> -8250,184
14:09:01.567 -> -8250,183
14:09:01.604 -> -8250,184
14:09:01.638 -> -8250,184
14:09:01.638 -> -8250,184
14:09:01.673 -> -8250,183
14:09:01.673 -> -8250,183
14:09:01.706 -> -8250,184
14:09:01.706 -> -8250,183
14:09:01.740 -> -8250,182
14:09:01.777 -> -8250,183
14:09:01.777 -> -8250,184
14:09:01.811 -> -8250,184
14:09:01.811 -> -8250,183
14:09:01.844 -> -8250,185
14:09:01.844 -> -8250,183
14:09:01.882 -> -8250,184
14:09:01.917 -> -8250,184
14:09:01.917 -> -8250,183
14:09:01.950 -> -8250,184
14:09:01.950 -> -8250,183
14:09:01.984 -> -8250,184
14:09:02.021 -> -8250,184
14:09:02.021 -> -8250,184
14:09:02.055 -> -8250,183
14:09:02.055 -> -8250,185
14:09:02.089 -> -8250,183
14:09:02.089 -> -8250,183
14:09:02.124 -> -8250,183
14:09:02.159 -> -8250,184
14:09:02.159 -> -8250,183
14:09:02.193 -> -8250,183
14:09:02.193 -> -8250,184
14:09:02.228 -> -8250,183
14:09:02.228 -> -8250,183
14:09:02.263 -> -8250,183
14:09:02.298 -> -8250,184
14:09:02.298 -> -8250,182
14:09:02.336 -> -8250,184
14:09:02.336 -> -8250,183
14:09:02.373 -> -8250,183
14:09:02.373 -> -8250,183
14:09:02.407 -> -8250,183
14:09:02.407 -> -8250,183
14:09:02.444 -> -8250,183
14:09:02.480 -> -8250,183
14:09:02.480 -> -8250,183
14:09:02.517 -> -8250,184
14:09:02.517 -> -8250,182
14:09:02.550 -> -8250,183
14:09:02.550 -> -8250,184
14:09:02.583 -> -8250,183
14:09:02.617 -> -8250,183
14:09:02.617 -> -8250,183
14:09:02.651 -> -8250,184
14:09:02.651 -> -8250,183
14:09:02.686 -> -8250,184
14:09:02.686 -> -8250,184
14:09:02.722 -> -8250,184
14:09:02.761 -> -8250,182
14:09:02.761 -> -8250,182
14:09:02.797 -> -8250,184
14:09:02.797 -> -8250,183
14:09:02.830 -> -8250,183
14:09:02.830 -> -8250,183
14:09:02.863 -> -8250,184
14:09:02.901 -> -8250,183
14:09:02.901 -> -8250,183
14:09:02.937 -> -8250,183
14:09:02.937 -> -8250,183
14:09:02.972 -> -8250,183
14:09:02.972 -> -8250,183
14:09:03.005 -> -8250,184
14:09:03.005 -> -8250,184
14:09:03.044 -> -8250,184
14:09:03.078 -> -8250,184
14:09:03.078 -> -8250,183
14:09:03.113 -> -8250,184
14:09:03.113 -> -8250,182
14:09:03.150 -> -8250,184
14:09:03.150 -> -8250,183
14:09:03.184 -> -8250,184
14:09:03.219 -> -8250,184
14:09:03.219 -> -8250,184
14:09:03.253 -> -8250,183
14:09:03.253 -> -8250,182
14:09:03.288 -> -8250,183
14:09:03.288 -> -8250,183
14:09:03.324 -> -8250,183
14:09:03.357 -> -8250,183
14:09:03.357 -> -8250,185
14:09:03.393 -> -8250,183
14:09:03.393 -> -8250,184
14:09:03.426 -> -8250,183
14:09:03.426 -> -8250,184
14:09:03.462 -> -8250,183
14:09:03.496 -> -8250,182
14:09:03.496 -> -8250,183
14:09:03.531 -> -8250,183
14:09:03.531 -> -8250,184
14:09:03.567 -> -8250,183
14:09:03.567 -> -8250,184
14:09:03.600 -> -8250,183
14:09:03.635 -> -8250,183
14:09:03.635 -> -8250,183
14:09:03.671 -> -8250,183
14:09:03.671 -> -8250,183
14:09:03.705 -> -8250,183
14:09:03.705 -> -8250,184
14:09:03.739 -> -8250,183
14:09:03.776 -> -8250,183
14:09:03.776 -> -8250,184
14:09:03.812 -> -8250,184
14:09:03.812 -> -8250,183
14:09:03.850 -> -8250,183
14:09:03.850 -> -8250,184
14:09:03.884 -> -8250,183
14:09:03.884 -> -8250,183
14:09:03.920 -> -8250,183
14:09:03.957 -> -8250,184
14:09:03.957 -> -8250,183
14:09:03.993 -> -8250,184
14:09:03.993 -> -8250,184
14:09:04.026 -> -8250,183
14:09:04.026 -> -8250,183
14:09:04.059 -> -8250,184
14:09:04.093 -> -8250,184
14:09:04.093 -> -8250,183
14:09:04.126 -> -8250,183
14:09:04.126 -> -8250,184
14:09:04.162 -> -8250,184
14:09:04.201 -> -8250,183
14:09:04.201 -> -8250,183
14:09:04.237 -> -8250,184
14:09:04.237 -> -8250,183
14:09:04.272 -> -8250,183
14:09:04.272 -> -8250,183
14:09:04.305 -> -8250,184
14:09:04.305 -> -8250,183
14:09:04.341 -> -8250,183
14:09:04.376 -> -8250,184
14:09:04.376 -> -8250,185
14:09:04.409 -> -8250,183
14:09:04.409 -> -8250,182
14:09:04.443 -> -8250,183
14:09:04.479 -> -8250,183
14:09:04.479 -> -8250,183
14:09:04.515 -> -8250,183
14:09:04.515 -> -8250,184
14:09:04.550 -> -8250,183
14:09:04.550 -> -8250,183
14:09:04.584 -> -8250,184
14:09:04.620 -> -8250,183
14:09:04.620 -> -8250,183
14:09:04.657 -> -8250,182
14:09:04.657 -> -8250,183
14:09:04.691 -> -8250,183
14:09:04.691 -> -8250,183
14:09:04.726 -> -8250,184
14:09:04.726 -> -8250,183
14:09:04.761 -> -8250,183
14:09:04.799 -> -8250,183
14:09:04.799 -> -8250,184
14:09:04.834 -> -8250,183
14:09:04.834 -> -8250,184
14:09:04.867 -> -8250,183
14:09:04.867 -> -8250,184
14:09:04.901 -> -8250,183
14:09:04.938 -> -8250,182
14:09:04.938 -> -8250,184
14:09:04.972 -> -8250,183
14:09:04.972 -> -8250,182
14:09:05.007 -> -8250,184
14:09:05.007 -> -8250,184
14:09:05.042 -> -8250,182
14:09:05.076 -> -8250,182
14:09:05.076 -> -8250,184
14:09:05.112 -> -8250,183
14:09:05.112 -> -8250,182
14:09:05.149 -> -8250,184
14:09:05.149 -> -8250,184
14:09:05.186 -> -8250,183
14:09:05.186 -> -8250,183
14:09:05.222 -> -8250,184
14:09:05.259 -> -8250,184
14:09:05.259 -> -8250,183
14:09:05.295 -> -8250,183
14:09:05.295 -> -8250,184
14:09:05.336 -> -8250,183
14:09:05.336 -> -8250,182
14:09:05.366 -> -8250,184
14:09:05.366 -> -8250,184
14:09:05.400 -> -8250,184
14:09:05.436 -> -8250,184
14:09:05.436 -> -8250,185
14:09:05.471 -> -8250,183
14:09:05.471 -> -8250,183
14:09:05.505 -> -8250,183
14:09:05.505 -> -8250,184
14:09:05.539 -> -8250,183
14:09:05.576 -> -8250,183
14:09:05.576 -> -8250,183
14:09:05.627 -> -8250,183
14:09:05.627 -> -8250,182
14:09:05.627 -> -8250,184
14:09:05.661 -> -8250,184
14:09:05.718 -> -8250,182
14:09:05.718 -> -8250,183
14:09:05.718 -> -8250,184
14:09:05.761 -> -8250,183
14:09:05.761 -> -8250,183
14:09:05.811 -> -8250,183
14:09:05.811 -> -8250,183
14:09:05.811 -> -8250,183
14:09:05.858 -> -8250,183
14:09:05.858 -> -8250,184
14:09:05.911 -> -8250,185
14:09:05.911 -> -8250,183
14:09:05.911 -> -8250,184
14:09:05.945 -> -8250,184
14:09:05.945 -> -8250,183
14:09:05.995 -> -8250,184
14:09:05.995 -> -8250,183
14:09:06.028 -> -8250,184
14:09:06.028 -> -8250,183
14:09:06.078 -> -8250,183
14:09:06.078 -> -8250,184
14:09:06.112 -> -8250,183
14:09:06.112 -> -8250,183
14:09:06.161 -> -8250,183
14:09:06.161 -> -8250,183
14:09:06.209 -> -8250,184
14:09:06.209 -> -8250,183
14:09:06.209 -> -8250,184
14:09:06.245 -> -8250,184
14:09:06.245 -> -8250,184
14:09:06.280 -> -8250,184
14:09:06.326 -> -8250,183
14:09:06.326 -> -8250,183
14:09:06.326 -> -8250,184
14:09:06.361 -> -8250,184
14:09:06.395 -> -8250,183
14:09:06.395 -> -8250,183
14:09:06.428 -> -8250,184
14:09:06.428 -> -8250,184
14:09:06.464 -> -8250,184
14:09:06.464 -> -8250,183
14:09:06.515 -> -8250,184
14:09:06.515 -> -8250,183
14:09:06.561 -> -8250,183
14:09:06.561 -> -8250,184
14:09:06.595 -> -8250,183
14:09:06.595 -> -8250,183
14:09:06.633 -> -8250,183
14:09:06.633 -> -8250,183
14:09:06.667 -> -8250,182
14:09:06.667 -> -8250,183
14:09:06.702 -> -8250,184
14:09:06.736 -> -8250,184
14:09:06.736 -> -8250,183
14:09:06.773 -> -8250,183
14:09:06.773 -> -8250,184
14:09:06.806 -> -8250,183
14:09:06.806 -> -8250,182
14:09:06.843 -> -8250,184
14:09:06.878 -> -8250,184
14:09:06.878 -> -8250,182
14:09:06.913 -> -8250,184
14:09:06.913 -> -8250,184
14:09:06.950 -> -8250,183
14:09:06.950 -> -8250,183
14:09:06.987 -> -8250,184
14:09:06.987 -> -8250,183
14:09:07.023 -> -8250,183
14:09:07.059 -> -8250,183
14:09:07.059 -> -8250,184
14:09:07.095 -> -8250,183
14:09:07.095 -> -8250,183
14:09:07.130 -> -8250,184
14:09:07.130 -> -8250,183
14:09:07.165 -> -8250,184
14:09:07.165 -> -8250,184
14:09:07.206 -> -8250,184
14:09:07.206 -> -8250,183
14:09:07.235 -> -8250,184
14:09:07.272 -> -8250,184
14:09:07.272 -> -8250,184
14:09:07.306 -> -8250,183
14:09:07.306 -> -8250,184
14:09:07.341 -> -8250,183
14:09:07.373 -> -8250,183
14:09:07.373 -> -8250,183
14:09:07.410 -> -8250,183
14:09:07.410 -> -8250,183
14:09:07.449 -> -8250,183
14:09:07.449 -> -8250,183
14:09:07.484 -> -8250,183
14:09:07.484 -> -8250,183
14:09:07.519 -> -8250,183
14:09:07.555 -> -8250,184
14:09:07.555 -> -8250,183
14:09:07.590 -> -8250,183
14:09:07.590 -> -8250,183
14:09:07.628 -> -8250,183
14:09:07.628 -> -8250,183
14:09:07.664 -> -8250,184
14:09:07.664 -> -8250,184
14:09:07.712 -> -8250,183
14:09:07.712 -> -8250,184
14:09:07.746 -> -8250,183
14:09:07.746 -> -8250,184
14:09:07.798 -> -8250,183
14:09:07.798 -> -8250,184
14:09:07.849 -> -8250,183
14:09:07.849 -> -8250,183
14:09:07.849 -> -8250,184
14:09:07.891 -> -8250,183
14:09:07.891 -> -8250,183
14:09:07.938 -> -8250,183
