// up to max 1900 psi, opened motor fully and then started measuring pressure.
14:09:07.938 -> -8250,183
14:09:07.983 -> -8250,183
14:09:07.983 -> -8250,183
14:09:07.983 -> -8250,183
14:09:08.031 -> -8250,183
14:09:08.031 -> -8250,183
14:09:08.077 -> -8250,182
14:09:08.077 -> -8250,184
14:09:08.112 -> -8250,183
14:09:08.112 -> -8250,183
14:09:08.161 -> -8250,183
14:09:08.161 -> -8250,183
14:09:08.195 -> -8250,184
14:09:08.195 -> -8250,183
14:09:08.231 -> -8250,184
14:09:08.231 -> -8250,184
14:09:08.283 -> -8250,183
14:09:08.283 -> -8250,184
14:09:08.328 -> -8250,183
14:09:08.328 -> -8250,183
14:09:08.328 -> -8250,184
14:09:08.373 -> -8250,183
14:09:08.373 -> -8250,183
14:09:08.412 -> -8250,184
14:09:08.412 -> -8250,182
14:09:08.460 -> -8250,184
14:09:08.460 -> -8250,183
14:09:08.508 -> -8250,183
14:09:08.508 -> -8250,185
14:09:08.508 -> -8250,185
14:09:08.545 -> -8250,184
14:09:08.545 -> -8250,184
14:09:08.582 -> -8250,183
14:09:08.617 -> -8250,182
14:09:08.617 -> -8250,184
14:09:08.653 -> -8250,184
14:09:08.653 -> -8250,183
14:09:08.688 -> -8250,183
14:09:08.688 -> -8250,184
14:09:08.723 -> -8250,184
14:09:08.723 -> -8250,183
14:09:08.756 -> -8250,183
14:09:08.792 -> -8250,184
14:09:08.792 -> -8250,183
14:09:08.826 -> -8250,184
14:09:08.826 -> -8250,183
14:09:08.861 -> -8250,183
14:09:08.900 -> -8250,183
14:09:08.900 -> -8250,183
14:09:08.935 -> -8250,183
14:09:08.935 -> -8250,184
14:09:08.969 -> -8250,183
14:09:08.969 -> -8250,184
14:09:09.002 -> -8250,183
14:09:09.038 -> -8250,183
14:09:09.038 -> -8250,184
14:09:09.073 -> -8250,183
14:09:09.073 -> -8250,183
14:09:09.110 -> -8250,184
14:09:09.110 -> -8250,183
14:09:09.143 -> -8250,183
14:09:09.143 -> -8250,184
14:09:09.179 -> -8250,183
14:09:09.216 -> -8250,183
14:09:09.216 -> -8250,184
14:09:09.250 -> -8250,184
14:09:09.250 -> -8250,183
14:09:09.285 -> -8250,182
14:09:09.285 -> -8250,183
14:09:09.321 -> -8250,183
14:09:09.357 -> -8250,183
14:09:09.357 -> -8250,183
14:09:09.390 -> -8250,183
14:09:09.390 -> -8250,183
14:09:09.426 -> -8250,183
14:09:09.426 -> -8250,183
14:09:09.463 -> -8250,184
14:09:09.500 -> -8250,183
14:09:09.500 -> -8250,184
14:09:09.533 -> -8250,184
14:09:09.533 -> -8250,183
14:09:09.570 -> -8250,184
14:09:09.570 -> -8250,184
14:09:09.608 -> -8250,183
14:09:09.608 -> -8250,183
14:09:09.644 -> -8250,185
14:09:09.644 -> -8250,183
14:09:09.683 -> -8250,183
14:09:09.717 -> -8250,184
14:09:09.717 -> -8250,184
14:09:09.755 -> -8250,183
14:09:09.755 -> -8250,183
14:09:09.789 -> -8250,184
14:09:09.789 -> -8250,183
14:09:09.825 -> -8250,184
14:09:09.825 -> -8250,184
14:09:09.860 -> -8250,184
14:09:09.900 -> -8250,184
14:09:09.900 -> -8250,183
14:09:09.934 -> -8250,183
14:09:09.934 -> -8250,183
14:09:09.969 -> -8250,184
14:09:09.969 -> -8250,183
14:09:10.005 -> -8250,183
14:09:10.005 -> -8250,183
14:09:10.038 -> -8250,184
14:09:10.071 -> -8250,182
14:09:10.071 -> -8250,182
14:09:10.109 -> -8250,183
14:09:10.109 -> -8250,184
14:09:10.145 -> -8250,183
14:09:10.145 -> -8250,183
14:09:10.183 -> -8250,184
14:09:10.216 -> -8250,182
14:09:10.216 -> -8250,183
14:09:10.249 -> -8250,184
14:09:10.249 -> -8250,183
14:09:10.284 -> -8250,183
14:09:10.284 -> -8250,184
14:09:10.320 -> -8250,183
14:09:10.355 -> -8250,183
14:09:10.355 -> -8250,184
14:09:10.392 -> -8250,183
14:09:10.392 -> -8250,183
14:09:10.427 -> -8250,183
14:09:10.427 -> -8250,183
14:09:10.461 -> -8250,184
14:09:10.500 -> -8250,184
14:09:10.500 -> -8250,184
14:09:10.536 -> -8250,183
14:09:10.536 -> -8250,183
14:09:10.572 -> -8250,183
14:09:10.572 -> -8250,184
14:09:10.610 -> -8250,182
14:09:10.610 -> -8250,184
14:09:10.649 -> -8250,183
14:09:10.649 -> -8250,183
14:09:10.683 -> -8250,185
14:09:10.683 -> -8250,184
14:09:10.718 -> -8250,182
14:09:10.755 -> -8250,183
14:09:10.755 -> -8250,184
14:09:10.788 -> -8250,182
14:09:10.788 -> -8250,183
14:09:10.821 -> -8250,184
14:09:10.855 -> -8250,182
14:09:10.855 -> -8250,183
14:09:10.888 -> -8250,184
14:09:10.888 -> -8250,184
14:09:10.922 -> -8250,183
14:09:10.922 -> -8250,183
14:09:10.959 -> -8250,184
14:09:10.993 -> -8250,182
14:09:10.993 -> -8250,183
14:09:11.030 -> -8250,184
14:09:11.030 -> -8250,184
14:09:11.066 -> -8250,182
14:09:11.066 -> -8250,185
14:09:11.100 -> -8250,184
14:09:11.136 -> -8250,183
14:09:11.136 -> -8250,184
14:09:11.171 -> -8250,184
14:09:11.171 -> -8250,183
14:09:11.206 -> -8250,183
14:09:11.206 -> -8250,184
14:09:11.239 -> -8250,183
14:09:11.275 -> -8250,183
14:09:11.275 -> -8250,184
14:09:11.310 -> -8250,182
14:09:11.310 -> -8250,183
14:09:11.343 -> -8250,183
14:09:11.343 -> -8250,183
14:09:11.377 -> -8250,183
14:09:11.416 -> -8250,183
14:09:11.416 -> -8250,183
14:09:11.450 -> -8250,183
14:09:11.450 -> -8250,183
14:09:11.485 -> -8250,183
14:09:11.485 -> -8250,184
14:09:11.519 -> -8250,183
14:09:11.556 -> -8250,184
14:09:11.556 -> -8250,182
14:09:11.589 -> -8250,183
14:09:11.589 -> -8250,183
14:09:11.623 -> -8250,183
14:09:11.623 -> -8250,182
14:09:11.657 -> -8250,184
14:09:11.692 -> -8250,184
14:09:11.692 -> -8250,183
14:09:11.732 -> -8250,184
14:09:11.732 -> -8250,183
14:09:11.768 -> -8250,183
14:09:11.768 -> -8250,183
14:09:11.803 -> -8250,184
14:09:11.803 -> -8250,182
14:09:11.838 -> -8250,183
14:09:11.871 -> -8250,183
14:09:11.871 -> -8250,184
14:09:11.907 -> -8250,183
14:09:11.907 -> -8250,183
14:09:11.943 -> -8250,184
14:09:11.943 -> -8250,182
14:09:11.977 -> -8250,183
14:09:12.015 -> -8250,184
14:09:12.015 -> -8250,183
14:09:12.050 -> -8250,183
14:09:12.050 -> -8250,184
14:09:12.086 -> -8250,183
14:09:12.086 -> -8250,183
14:09:12.122 -> -8250,183
14:09:12.122 -> -8250,183
14:09:12.156 -> -8250,183
14:09:12.190 -> -8250,184
14:09:12.190 -> -8250,183
14:09:12.227 -> -8250,182
14:09:12.227 -> -8250,184
14:09:12.263 -> -8250,183
14:09:12.263 -> -8250,182
14:09:12.298 -> -8250,184
14:09:12.335 -> -8250,184
14:09:12.335 -> -8250,182
14:09:12.369 -> -8250,183
14:09:12.369 -> -8250,184
14:09:12.402 -> -8250,184
14:09:12.438 -> -8250,183
14:09:12.438 -> -8250,184
14:09:12.473 -> -8250,183
14:09:12.473 -> -8250,183
14:09:12.509 -> -8250,183
14:09:12.509 -> -8250,184
14:09:12.544 -> -8250,183
14:09:12.544 -> -8250,183
14:09:12.583 -> -8250,184
14:09:12.583 -> -8250,183
14:09:12.616 -> -8250,182
14:09:12.652 -> -8250,184
14:09:12.652 -> -8250,184
14:09:12.689 -> -8250,183
14:09:12.689 -> -8250,184
14:09:12.725 -> -8250,183
14:09:12.725 -> -8250,183
14:09:12.761 -> -8250,184
14:09:12.796 -> -8250,183
14:09:12.796 -> -8250,182
14:09:12.835 -> -8250,183
14:09:12.835 -> -8250,184
14:09:12.869 -> -8250,183
14:09:12.869 -> -8250,183
14:09:12.912 -> -8250,184
14:09:12.912 -> -8250,183
14:09:12.940 -> -8250,183
14:09:12.975 -> -8250,183
14:09:12.975 -> -8250,184
14:09:13.009 -> -8250,183
14:09:13.009 -> -8250,184
14:09:13.044 -> -8250,184
14:09:13.044 -> -8250,183
14:09:13.079 -> -8250,184
14:09:13.118 -> -8250,183
14:09:13.118 -> -8250,183
14:09:13.155 -> -8250,183
14:09:13.155 -> -8250,183
14:09:13.189 -> -8250,183
14:09:13.189 -> -8250,182
14:09:13.225 -> -8250,184
14:09:13.225 -> -8250,183
14:09:13.259 -> -8250,183
14:09:13.293 -> -8250,184
14:09:13.293 -> -8250,183
14:09:13.327 -> -8250,183
14:09:13.327 -> -8250,183
14:09:13.366 -> -8250,183
14:09:13.366 -> -8250,182
14:09:13.399 -> -8250,183
14:09:13.433 -> -8250,184
14:09:13.433 -> -8250,183
14:09:13.467 -> -8250,183
14:09:13.467 -> -8250,184
14:09:13.503 -> -8250,183
14:09:13.503 -> -8250,184
14:09:13.540 -> -8250,184
14:09:13.574 -> -8250,183
14:09:13.574 -> -8250,183
14:09:13.610 -> -8250,183
14:09:13.610 -> -8250,184
14:09:13.643 -> -8250,183
14:09:13.643 -> -8250,184
14:09:13.678 -> -8250,183
14:09:13.717 -> -8250,183
14:09:13.717 -> -8250,183
14:09:13.754 -> -8250,184
14:09:13.754 -> -8250,183
14:09:13.788 -> -8250,184
14:09:13.788 -> -8250,183
14:09:13.823 -> -8250,183
14:09:13.823 -> -8250,183
14:09:13.859 -> -8250,183
14:09:13.894 -> -8250,183
14:09:13.894 -> -8250,183
14:09:13.933 -> -8250,184
14:09:13.933 -> -8250,184
14:09:13.969 -> -8250,183
14:09:13.969 -> -8250,184
14:09:14.005 -> -8250,183
14:09:14.005 -> -8250,183
14:09:14.039 -> -8250,184
14:09:14.076 -> -8250,184
14:09:14.076 -> -8250,182
14:09:14.109 -> -8250,183
14:09:14.109 -> -8250,184
14:09:14.145 -> -8250,183
14:09:14.145 -> -8250,183
14:09:14.179 -> -8250,183
14:09:14.217 -> -8250,182
14:09:14.217 -> -8250,183
14:09:14.251 -> -8250,184
14:09:14.251 -> -8250,183
14:09:14.288 -> -8250,183
14:09:14.288 -> -8250,183
14:09:14.322 -> -8250,183
14:09:14.322 -> -8250,182
14:09:14.359 -> -8250,183
14:09:14.394 -> -8250,184
14:09:14.394 -> -8250,183
14:09:14.433 -> -8250,183
14:09:14.433 -> -8250,183
14:09:14.466 -> -8250,182
14:09:14.466 -> -8250,183
14:09:14.501 -> -8250,183
14:09:14.535 -> -8250,182
14:09:14.535 -> -8250,182
14:09:14.573 -> -8250,183
14:09:14.573 -> -8250,183
14:09:14.610 -> -8250,183
14:09:14.610 -> -8250,183
14:09:14.646 -> -8250,183
14:09:14.646 -> -8250,184
14:09:14.684 -> -8250,183
14:09:14.684 -> -8250,182
14:09:14.720 -> -8250,183
14:09:14.755 -> -8250,183
14:09:14.755 -> -8250,183
14:09:14.788 -> -8250,183
14:09:14.788 -> -8250,184
14:09:14.822 -> -8250,184
14:09:14.822 -> -8250,182
14:09:14.859 -> -8250,184
14:09:14.893 -> -8250,183
14:09:14.893 -> -8250,183
14:09:14.931 -> -8250,183
14:09:14.931 -> -8250,183
14:09:14.967 -> -8250,183
14:09:14.967 -> -8250,183
14:09:15.000 -> -8250,183
14:09:15.034 -> -8250,183
14:09:15.034 -> -8250,184
14:09:15.068 -> -8250,183
14:09:15.068 -> -8250,183
14:09:15.102 -> -8250,184
14:09:15.138 -> -8250,184
14:09:15.138 -> -8250,183
14:09:15.172 -> -8250,183
14:09:15.172 -> -8250,184
14:09:15.209 -> -8250,184
14:09:15.209 -> -8250,183
14:09:15.244 -> -8250,184
14:09:15.244 -> -8250,184
14:09:15.279 -> -8250,183
14:09:15.317 -> -8250,185
14:09:15.317 -> -8250,183
14:09:15.353 -> -8250,183
14:09:15.353 -> -8250,184
14:09:15.389 -> -8250,184
14:09:15.389 -> -8250,183
14:09:15.425 -> -8250,184
14:09:15.425 -> -8250,184
14:09:15.460 -> -8250,183
14:09:15.497 -> -8250,184
14:09:15.497 -> -8250,184
14:09:15.534 -> -8250,182
14:09:15.534 -> -8250,184
14:09:15.572 -> -8250,184
14:09:15.572 -> -8250,182
14:09:15.608 -> -8250,182
14:09:15.608 -> -8250,183
14:09:15.642 -> -8250,183
14:09:15.675 -> -8250,183
14:09:15.675 -> -8250,183
14:09:15.709 -> -8250,183
14:09:15.709 -> -8250,184
14:09:15.743 -> -8250,183
14:09:15.743 -> -8250,183
14:09:15.778 -> -8250,183
14:09:15.816 -> -8250,183
14:09:15.816 -> -8250,183
14:09:15.853 -> -8250,183
14:09:15.853 -> -8250,184
14:09:15.888 -> -8250,183
14:09:15.888 -> -8250,183
14:09:15.921 -> -8250,184
14:09:15.955 -> -8250,183
14:09:15.955 -> -8250,183
14:09:15.992 -> -8250,184
14:09:15.992 -> -8250,182
14:09:16.027 -> -8250,182
14:09:16.027 -> -8250,183
14:09:16.066 -> -8250,184
14:09:16.066 -> -8250,183
14:09:16.099 -> -8250,184
14:09:16.138 -> -8250,184
14:09:16.138 -> -8250,183
14:09:16.171 -> -8250,184
14:09:16.171 -> -8250,184
14:09:16.212 -> -8250,183
14:09:16.212 -> -8250,183
14:09:16.249 -> -8250,183
14:09:16.249 -> -8250,183
14:09:16.286 -> -8250,184
14:09:16.286 -> -8250,184
14:09:16.321 -> -8250,182
14:09:16.358 -> -8250,184
14:09:16.358 -> -8250,184
14:09:16.392 -> -8250,182
14:09:16.392 -> -8250,184
14:09:16.430 -> -8250,184
14:09:16.430 -> -8250,182
14:09:16.466 -> -8250,183
14:09:16.466 -> -8250,184
14:09:16.503 -> -8250,184
14:09:16.503 -> -8250,184
14:09:16.540 -> -8250,184
14:09:16.577 -> -8250,183
14:09:16.577 -> -8250,183
14:09:16.611 -> -8250,184
14:09:16.611 -> -8250,184
14:09:16.645 -> -8250,184
14:09:16.645 -> -8250,184
14:09:16.681 -> -8250,183
14:09:16.681 -> -8250,183
14:09:16.718 -> -8250,184
14:09:16.752 -> -8250,183
14:09:16.752 -> -8250,183
14:09:16.788 -> -8250,183
14:09:16.788 -> -8250,183
14:09:16.823 -> -8250,184
14:09:16.823 -> -8250,184
14:09:16.860 -> -8250,183
14:09:16.899 -> -8250,183
14:09:16.899 -> -8250,184
14:09:16.935 -> -8250,183
14:09:16.935 -> -8250,183
14:09:16.971 -> -8250,185
14:09:16.971 -> -8250,183
14:09:17.006 -> -8250,183
14:09:17.006 -> -8250,184
14:09:17.042 -> -8250,184
14:09:17.042 -> -8250,183
14:09:17.077 -> -8250,184
14:09:17.118 -> -8250,184
14:09:17.118 -> -8250,184
14:09:17.152 -> -8250,184
14:09:17.152 -> -8250,183
14:09:17.188 -> -8250,183
14:09:17.188 -> -8250,184
14:09:17.229 -> -8250,184
14:09:17.229 -> -8250,183
14:09:17.263 -> -8250,184
14:09:17.263 -> -8250,183
14:09:17.302 -> -8250,183
14:09:17.302 -> -8250,184
14:09:17.336 -> -8250,184
14:09:17.372 -> -8250,183
14:09:17.372 -> -8250,184
14:09:17.408 -> -8250,184
14:09:17.408 -> -8250,184
14:09:17.444 -> -8250,183
14:09:17.444 -> -8250,183
14:09:17.482 -> -8250,183
14:09:17.482 -> -8250,183
14:09:17.518 -> -8250,184
14:09:17.554 -> -8250,183
14:09:17.554 -> -8250,184
14:09:17.589 -> -8250,183
14:09:17.589 -> -8250,182
14:09:17.624 -> -8250,184
14:09:17.624 -> -8250,184
14:09:17.665 -> -8250,183
14:09:17.665 -> -8250,183
14:09:17.695 -> -8250,183
14:09:17.732 -> -8250,183
14:09:17.732 -> -8250,184
14:09:17.766 -> -8250,184
14:09:17.766 -> -8250,183
14:09:17.799 -> -8250,184
14:09:17.832 -> -8250,184
14:09:17.832 -> -8250,182
14:09:17.869 -> -8250,184
14:09:17.869 -> -8250,184
14:09:17.904 -> -8250,183
14:09:17.904 -> -8250,183
14:09:17.938 -> -8250,183
14:09:17.973 -> -8250,184
14:09:17.973 -> -8250,184
14:09:18.008 -> -8250,184
14:09:18.008 -> -8250,183
14:09:18.043 -> -8250,184
14:09:18.043 -> -8250,185
14:09:18.079 -> -8250,184
14:09:18.115 -> -8250,184
14:09:18.115 -> -8250,184
14:09:18.150 -> -8250,184
14:09:18.150 -> -8250,184
14:09:18.198 -> -8250,183
14:09:18.198 -> -8250,183
14:09:18.220 -> -8250,183
14:09:18.254 -> -8250,184
14:09:18.254 -> -8250,183
14:09:18.294 -> -8250,183
14:09:18.294 -> -8250,184
14:09:18.326 -> -8250,183
14:09:18.326 -> -8250,183
14:09:18.361 -> -8250,184
14:09:18.361 -> -8250,183
14:09:18.397 -> -8250,184
14:09:18.433 -> -8250,183
14:09:18.433 -> -8250,182
14:09:18.470 -> -8250,183
14:09:18.470 -> -8250,184
14:09:18.508 -> -8250,184
14:09:18.508 -> -8250,184
14:09:18.541 -> -8250,183
14:09:18.576 -> -8250,183
14:09:18.576 -> -8250,184
14:09:18.614 -> -8250,183
14:09:18.614 -> -8250,183
14:09:18.655 -> -8250,184
14:09:18.655 -> -8250,183
14:09:18.686 -> -8250,183
14:09:18.686 -> -8250,184
14:09:18.719 -> -8250,183
14:09:18.753 -> -8250,183
14:09:18.753 -> -8250,184
14:09:18.789 -> -8250,183
14:09:18.789 -> -8250,183
14:09:18.823 -> -8250,184
14:09:18.823 -> -8250,182
14:09:18.857 -> -8250,183
14:09:18.898 -> -8250,183
14:09:18.898 -> -8250,183
14:09:18.927 -> -8250,183
14:09:18.927 -> -8250,184
14:09:18.965 -> -8250,182
14:09:18.965 -> -8250,183
14:09:19.001 -> -8250,184
14:09:19.038 -> -8250,184
14:09:19.038 -> -8250,184
14:09:19.068 -> -8250,184
14:09:19.068 -> -8250,183
14:09:19.104 -> -8250,183
14:09:19.104 -> -8250,184
14:09:19.139 -> -8250,183
14:09:19.175 -> -8250,183
14:09:19.175 -> -8250,184
14:09:19.209 -> -8250,182
14:09:19.209 -> -8250,183
14:09:19.248 -> -8250,184
14:09:19.248 -> -8250,182
14:09:19.284 -> -8250,183
14:09:19.284 -> -8250,184
14:09:19.320 -> -8250,183
14:09:19.354 -> -8250,184
14:09:19.354 -> -8250,184
14:09:19.390 -> -8250,183
14:09:19.390 -> -8250,184
14:09:19.426 -> -8250,184
14:09:19.426 -> -8250,183
14:09:19.465 -> -8250,184
14:09:19.465 -> -8250,184
14:09:19.501 -> -8250,183
14:09:19.501 -> -8250,183
14:09:19.538 -> -8250,183
14:09:19.575 -> -8250,183
14:09:19.575 -> -8250,183
14:09:19.612 -> -8250,183
14:09:19.612 -> -8250,183
14:09:19.651 -> -8250,185
14:09:19.651 -> -8250,184
14:09:19.687 -> -8250,184
14:09:19.687 -> -8250,184
14:09:19.718 -> -8250,184
14:09:19.755 -> -8250,183
14:09:19.755 -> -8250,184
14:09:19.791 -> -8250,183
14:09:19.791 -> -8250,184
14:09:19.826 -> -8250,184
14:09:19.826 -> -8250,184
14:09:19.866 -> -8250,184
14:09:19.866 -> -8250,185
14:09:19.899 -> -8250,184
14:09:19.932 -> -8250,183
14:09:19.932 -> -8250,184
14:09:19.970 -> -8250,183
14:09:19.970 -> -8250,183
14:09:20.002 -> -8250,184
14:09:20.002 -> -8250,182
14:09:20.037 -> -8250,183
14:09:20.076 -> -8250,183
14:09:20.076 -> -8250,183
14:09:20.113 -> -8250,184
14:09:20.113 -> -8250,183
14:09:20.150 -> -8250,182
14:09:20.150 -> -8250,183
14:09:20.183 -> -8250,184
14:09:20.183 -> -8250,183
14:09:20.223 -> -8250,184
14:09:20.223 -> -8250,183
14:09:20.261 -> -8250,183
14:09:20.294 -> -8250,183
14:09:20.294 -> -8250,183
14:09:20.332 -> -8250,183
14:09:20.332 -> -8250,184
14:09:20.367 -> -8250,183
14:09:20.367 -> -8250,184
14:09:20.403 -> -8250,184
14:09:20.403 -> -8250,183
14:09:20.442 -> -8250,183
14:09:20.442 -> -8250,183
14:09:20.477 -> -8250,183
14:09:20.516 -> -8250,183
14:09:20.516 -> -8250,184
14:09:20.551 -> -8250,183
14:09:20.551 -> -8250,184
14:09:20.587 -> -8250,184
14:09:20.587 -> -8250,184
14:09:20.621 -> -8250,184
14:09:20.621 -> -8250,184
14:09:20.654 -> -8250,183
14:09:20.689 -> -8250,184
14:09:20.689 -> -8250,184
14:09:20.726 -> -8250,183
14:09:20.726 -> -8250,184
14:09:20.760 -> -8250,185
14:09:20.794 -> -8250,182
14:09:20.794 -> -8250,184
14:09:20.828 -> -8250,184
14:09:20.828 -> -8250,183
14:09:20.864 -> -8250,184
14:09:20.864 -> -8250,184
14:09:20.901 -> -8250,183
14:09:20.939 -> -8250,184
14:09:20.939 -> -8250,184
14:09:20.975 -> -8250,183
14:09:20.975 -> -8250,183
14:09:21.015 -> -8250,184
14:09:21.015 -> -8250,183
14:09:21.051 -> -8250,184
14:09:21.051 -> -8250,184
14:09:21.084 -> -8250,184
14:09:21.084 -> -8250,184
14:09:21.114 -> -8250,183
14:09:21.149 -> -8250,183
14:09:21.149 -> -8250,184
14:09:21.186 -> -8250,184
14:09:21.186 -> -8250,183
14:09:21.220 -> -8250,184
14:09:21.255 -> -8250,183
14:09:21.255 -> -8250,184
14:09:21.291 -> -8250,184
14:09:21.291 -> -8250,183
14:09:21.326 -> -8250,183
14:09:21.326 -> -8250,184
14:09:21.364 -> -8250,184
14:09:21.364 -> -8250,183
14:09:21.402 -> -8250,184
14:09:21.431 -> -8250,182
14:09:21.431 -> -8250,184
14:09:21.468 -> -8250,183
14:09:21.468 -> -8250,183
14:09:21.504 -> -8250,184
14:09:21.504 -> -8250,183
14:09:21.540 -> -8250,183
14:09:21.575 -> -8250,184
14:09:21.575 -> -8250,184
14:09:21.610 -> -8250,183
14:09:21.610 -> -8250,184
14:09:21.644 -> -8250,183
14:09:21.644 -> -8250,183
14:09:21.678 -> -8250,185
14:09:21.712 -> -8250,184
14:09:21.712 -> -8250,183
14:09:21.747 -> -8250,184
14:09:21.747 -> -8250,184
14:09:21.782 -> -8250,183
14:09:21.782 -> -8250,184
14:09:21.818 -> -8250,183
14:09:21.856 -> -8250,184
14:09:21.856 -> -8250,184
14:09:21.892 -> -8250,184
14:09:21.892 -> -8250,184
14:09:21.926 -> -8250,184
14:09:21.926 -> -8250,182
14:09:21.961 -> -8250,184
14:09:21.998 -> -8250,184
14:09:21.998 -> -8250,182
14:09:22.032 -> -8250,183
14:09:22.032 -> -8250,184
14:09:22.066 -> -8250,183
14:09:22.066 -> -8250,183
14:09:22.103 -> -8250,184
14:09:22.103 -> -8250,182
14:09:22.138 -> -8250,183
14:09:22.172 -> -8250,183
14:09:22.172 -> -8250,183
14:09:22.206 -> -8250,184
14:09:22.206 -> -8250,183
14:09:22.244 -> -8250,183
14:09:22.244 -> -8250,182
14:09:22.277 -> -8250,183
14:09:22.310 -> -8250,182
14:09:22.310 -> -8250,184
14:09:22.344 -> -8250,183
14:09:22.344 -> -8250,183
14:09:22.379 -> -8250,183
14:09:22.416 -> -8250,183
14:09:22.416 -> -8250,183
14:09:22.452 -> -8250,183
14:09:22.452 -> -8250,183
14:09:22.489 -> -8250,183
14:09:22.489 -> -8250,184
14:09:22.525 -> -8250,183
14:09:22.525 -> -8250,183
14:09:22.560 -> -8250,183
14:09:22.594 -> -8250,183
14:09:22.594 -> -8250,183
14:09:22.627 -> -8250,184
14:09:22.627 -> -8250,183
14:09:22.666 -> -8250,183
14:09:22.666 -> -8250,184
14:09:22.713 -> -8250,183
14:09:22.713 -> -8250,183
14:09:22.746 -> -8250,184
14:09:22.746 -> -8250,183
14:09:22.794 -> -8250,184
14:09:22.794 -> -8250,183
14:09:22.827 -> -8250,183
14:09:22.827 -> -8250,184
14:09:22.860 -> -8250,183
14:09:22.894 -> -8250,183
14:09:22.894 -> -8250,184
14:09:22.927 -> -8250,183
14:09:22.927 -> -8250,183
14:09:22.962 -> -8250,184
14:09:22.962 -> -8250,183
14:09:23.011 -> -8250,183
14:09:23.011 -> -8250,184
14:09:23.061 -> -8250,183
14:09:23.061 -> -8250,183
14:09:23.061 -> -8250,183
14:09:23.111 -> -8250,183
14:09:23.111 -> -8250,183
14:09:23.161 -> -8250,183
14:09:23.161 -> -8250,184
14:09:23.204 -> -8250,184
14:09:23.204 -> -8250,184
14:09:23.204 -> -8250,182
14:09:23.261 -> -8250,183
14:09:23.261 -> -8250,184
14:09:23.261 -> -8250,183
14:09:23.311 -> -8250,184
14:09:23.311 -> -8250,183
14:09:23.353 -> -8250,184
14:09:23.353 -> -8250,184
14:09:23.395 -> -8250,182
14:09:23.395 -> -8250,183
14:09:23.444 -> -8250,183
14:09:23.444 -> -8250,183
14:09:23.444 -> -8250,183
14:09:23.494 -> -8250,184
14:09:23.494 -> -8250,182
14:09:23.537 -> -8250,184
14:09:23.537 -> -8250,184
14:09:23.580 -> -8250,183
14:09:23.580 -> -8250,184
14:09:23.616 -> -8250,184
14:09:23.616 -> -8250,184
14:09:23.653 -> -8250,184
14:09:23.653 -> -8250,183
14:09:23.689 -> -8250,183
14:09:23.689 -> -8250,184
14:09:23.725 -> -8250,182
14:09:23.725 -> -8250,183
14:09:23.758 -> -8250,184
14:09:23.792 -> -8250,182
14:09:23.792 -> -8250,184
14:09:23.825 -> -8250,184
14:09:23.825 -> -8250,184
14:09:23.858 -> -8250,183
14:09:23.892 -> -8250,183
14:09:23.892 -> -8250,183
14:09:23.925 -> -8250,183
14:09:23.925 -> -8250,184
14:09:23.959 -> -8250,184
14:09:23.999 -> -8250,183
14:09:23.999 -> -8250,184
14:09:24.033 -> -8250,182
14:09:24.033 -> -8250,184
14:09:24.066 -> -8250,183
14:09:24.066 -> -8250,182
14:09:24.103 -> -8250,184
14:09:24.103 -> -8250,183
14:09:24.138 -> -8250,183
14:09:24.171 -> -8250,183
14:09:24.171 -> -8250,183
14:09:24.206 -> -8250,183
14:09:24.206 -> -8250,184
14:09:24.241 -> -8250,182
14:09:24.241 -> -8250,183
14:09:24.275 -> -8250,184
14:09:24.314 -> -8250,183
14:09:24.314 -> -8250,184
14:09:24.349 -> -8250,183
14:09:24.349 -> -8250,183
14:09:24.386 -> -8250,184
14:09:24.386 -> -8250,183
14:09:24.423 -> -8250,183
14:09:24.423 -> -8250,183
14:09:24.458 -> -8250,183
14:09:24.491 -> -8250,182
14:09:24.491 -> -8250,183
14:09:24.525 -> -8250,183
14:09:24.525 -> -8250,184
14:09:24.558 -> -8250,183
14:09:24.591 -> -8250,182
14:09:24.591 -> -8250,184
14:09:24.627 -> -8250,184
14:09:24.627 -> -8250,184
14:09:24.660 -> -8250,183
14:09:24.660 -> -8250,183
14:09:24.694 -> -8250,183
14:09:24.728 -> -8250,183
14:09:24.728 -> -8250,183
14:09:24.777 -> -8250,183
14:09:24.777 -> -8250,183
14:09:24.827 -> -8250,183
14:09:24.827 -> -8250,183
14:09:24.827 -> -8250,183
14:09:24.871 -> -8250,183
14:09:24.871 -> -8250,183
14:09:24.927 -> -8250,184
14:09:24.927 -> -8250,183
14:09:24.927 -> -8250,183
14:09:24.960 -> -8250,183
14:09:24.960 -> -8250,183
14:09:24.997 -> -8250,183
14:09:25.044 -> -8250,184
14:09:25.044 -> -8250,183
14:09:25.044 -> -8250,184
14:09:25.094 -> -8250,184
