time,altitude,pressure,temperature,in-flight,ejection fired,backup fire,accel (x),accel (y),accel (z),rot.spd.xyz,,,,Acceleration
23764,669,27995,27,0,0,0,-4.26,0.49,8.51,-1.04,-0.15,-1.38,270,9.529312672
23842,670,27993,27,0,0,0,-4.25,0.46,8.62,-1.22,-0.34,-1.31,271,9.621772186
23921,669,28000,27,0,0,0,-4.19,0.47,8.54,-0.84,-0.57,-1.25,272,9.524106257
23999,670,28001,27,0,0,0,-4.33,0.5,8.77,-0.95,-0.4,-1.19,273,9.793456999
24077,669,27992,27,0,0,0,-4.3,0.42,8.67,-0.82,-0.44,-1.39,274,9.686862237
24156,670,27998,27,0,0,0,-4.24,0.49,8.69,-0.98,-0.38,-1.21,275,9.681621765
24233,669,27993,27,0,0,0,-4.27,0.47,8.7,-1.21,-0.52,-1.15,276,9.7027728
24413,670,27993,27,0,0,0,-4.29,0.46,8.6,-1.05,-3.62,-1.4,277,9.621626682
24493,670,27994,27,0,0,0,-4.11,0.45,8.63,-1.26,0.73,-1.21,278,9.56929987
24571,669,27994,27,0,0,0,-4.28,0.43,8.61,-0.87,-1.05,-1.46,279,9.624728568
24649,670,27993,27,0,0,0,-4.14,0.47,8.66,-1.17,0.3,-1.4,280,9.610208114
24727,670,27990,27,0,0,0,-4.29,0.45,8.63,-0.85,-0.98,-1.42,281,9.647979063
24806,670,27992,27,0,0,0,-4.26,0.46,8.57,-1.25,0.08,-1.22,282,9.581445611
24884,670,27990,27,0,0,0,-4.27,0.47,8.6,-0.87,-0.84,-1.44,283,9.613209662
24962,670,27984,27,0,0,0,-4.28,0.49,8.63,-1.21,0.45,-1.4,284,9.645485991
25040,670,27988,27,0,0,0,-4.19,0.5,8.63,-0.95,-0.53,-1.18,285,9.606404114
25121,670,27988,27,0,0,0,-4.23,0.49,8.63,-0.97,-0.33,-1.41,286,9.623403764
25200,670,27989,27,0,0,0,-4.25,0.47,8.72,-0.92,-0.56,-1.37,287,9.711941104
25278,670,27984,27,0,0,0,-4.14,0.38,8.62,-1.02,-0.58,-1.22,288,9.570182861
25444,670,27985,27,0,0,0,-4.31,0.5,8.63,-1.27,-0.31,-1.27,289,9.659347804
25525,671,27982,27,0,0,0,-4.22,0.46,8.68,-0.97,-0.73,-1.27,290,9.662422057
25603,670,27988,27,0,0,0,-4.23,0.51,8.56,-1.18,-0.21,-1.29,291,9.561725786
25681,670,27981,27,0,0,0,-4.26,0.45,8.51,-1,-0.27,-1.39,292,9.527339608
25759,671,27984,27,0,0,0,-4.19,0.47,8.68,-0.98,-0.35,-1.3,293,9.649839377
25841,670,27985,27,0,0,0,-4.27,0.42,8.59,-0.93,-0.34,-1.38,294,9.601947719
25919,670,27988,27,0,0,0,-4.33,0.48,8.67,-0.92,-0.3,-1.34,295,9.702999536
25997,670,27983,27,0,0,0,-4.23,0.48,8.62,-0.81,-0.34,-1.31,296,9.613932598
26076,671,27988,27,0,0,0,-4.24,0.46,8.65,-0.87,0.02,-1.39,297,9.644257359
26153,670,27982,27,0,0,0,-4.25,0.46,8.58,-1.04,-0.35,-1.24,298,9.585953265
26231,671,27988,27,0,0,0,-4.18,0.46,8.55,-0.99,-0.18,-1.34,299,9.528195002
26310,670,27986,27,0,0,0,-4.21,0.52,8.6,-1,-0.38,-1.34,300,9.589290902
26476,671,27991,27,0,0,0,-4.25,0.47,8.67,-1,-0.47,-1.4,301,9.66707298
26557,670,27990,27,0,0,0,-4.11,0.47,8.65,-1.06,-0.16,-1.34,302,9.588300162
26638,670,27990,27,0,0,0,-4.23,0.45,8.7,-0.98,-0.21,-1.22,303,9.684286241
26717,670,27989,27,0,0,0,-4.23,0.5,8.58,-1,-0.41,-1.56,304,9.579107474
26795,670,27989,27,0,0,0,-4.21,0.47,8.67,-1.04,-0.12,-1.25,305,9.649554394
26872,670,27988,27,0,0,0,-4.22,0.43,8.74,-1.09,-0.48,-1.36,306,9.714983273
26951,670,27993,27,0,0,0,-4.21,0.49,8.61,-1.13,-0.18,-1.4,307,9.596681718
27029,670,27990,27,0,0,0,-4.16,0.43,8.64,-0.86,0.17,-1.36,308,9.598963486
27107,670,27990,27,0,0,0,-4.28,0.47,8.58,-0.83,-0.53,-1.36,309,9.599776039
27186,671,27995,27,0,0,0,-4.17,0.52,8.58,-1.06,-0.19,-1.27,310,9.553831692
27267,670,27993,27,0,0,0,-4.22,0.44,8.65,-0.94,-0.97,-1.43,311,9.634547213
27345,670,27990,27,0,0,0,-4.18,0.38,8.63,-0.92,0.27,-1.27,312,9.596546254
27511,669,27989,27,0,0,0,-4.26,0.46,8.65,-0.98,0.21,-1.5,313,9.65306687
27592,669,27995,27,0,0,0,-4.21,0.54,8.65,-1,-0.47,-1.26,314,9.63525817
27670,670,27993,27,0,0,0,-4.27,0.44,8.64,-1.08,-0.37,-1.5,315,9.647595555
27748,670,27994,27,0,0,0,-4.28,0.46,8.65,-1.02,-0.17,-1.24,316,9.661909749
27827,670,27995,27,0,0,0,-4.21,0.46,8.65,-0.93,-0.44,-1.22,317,9.631105856
27905,669,27993,27,0,0,0,-4.22,0.45,8.71,-1.15,-0.37,-1.35,318,9.688911188
27982,670,27992,27,0,0,0,-4.16,0.46,8.6,-0.95,0.47,-1.24,319,9.564371386
28064,670,27995,27,0,0,0,-4.26,0.43,8.62,-0.95,-0.92,-1.5,320,9.624806492
28142,669,27993,27,0,0,0,-4.27,0.5,8.67,-1.03,0,-1.37,321,9.677386011
28221,670,27994,27,0,0,0,-4.21,0.45,8.68,-0.94,-0.56,-1.32,322,9.657587691
28299,670,27993,27,0,0,0,-4.24,0.48,8.54,-0.96,-0.04,-1.21,323,9.546706238
28377,670,27990,27,0,0,0,-4.2,0.45,8.69,-0.88,-0.42,-1.24,324,9.662225417
28544,671,27982,27,0,0,0,-4.24,0.5,8.57,-0.96,-0.37,-1.25,325,9.574575709
28623,671,27989,27,0,0,0,-4.24,0.52,8.63,-0.81,-0.3,-1.37,326,9.629376927
28702,670,27985,27,0,0,0,-4.22,0.49,8.61,-1.09,-0.38,-1.43,327,9.601072857
28783,670,27990,27,0,0,0,-4.13,0.46,8.63,-1.03,-0.31,-1.34,328,9.578381909
28861,670,27994,27,0,0,0,-4.21,0.45,8.61,-1.08,-0.32,-1.4,329,9.594722508
28940,670,27990,27,0,0,0,-4.32,0.46,8.47,-1.18,-0.27,-1.26,330,9.51918589
29018,670,27989,27,0,0,0,-4.22,0.49,8.69,-0.94,-0.02,-1.32,331,9.672879613
29096,669,27997,27,0,0,0,-4.3,0.47,8.66,-0.92,-0.19,-1.24,332,9.680211775
29174,670,28001,27,0,0,0,-4.26,0.5,8.67,-1,-0.28,-1.4,333,9.672977825
29252,670,27991,27,0,0,0,-4.26,0.49,8.65,-1.01,-0.37,-1.44,334,9.654542972
29331,670,27995,27,0,0,0,-4.17,0.52,8.56,-0.95,-0.5,-1.34,335,9.53587437
29409,670,27992,27,0,0,0,-4.21,0.41,8.65,-1.07,-0.18,-1.31,336,9.628847283
29579,670,27993,27,0,0,0,-4.21,0.45,8.72,-0.98,-0.5,-1.27,337,9.69355456
29659,670,27990,27,0,0,0,-4.25,0.46,8.64,-0.95,-0.49,-1.49,338,9.639693979
29737,670,27990,27,0,0,0,-4.16,0.49,8.6,-1.04,0.35,-1.24,339,9.565861174
29815,670,27995,27,0,0,0,-4.25,0.45,8.67,-0.79,-0.89,-1.48,340,9.666121249
29893,670,27991,27,0,0,0,-4.31,0.51,8.67,-1.15,0.27,-1.35,341,9.695622724
29972,669,27998,27,0,0,0,-4.17,0.54,8.63,-1.02,-0.71,-1.35,342,9.599864582
30050,670,27992,27,0,0,0,-4.25,0.5,8.63,-1.09,-0.15,-1.24,343,9.632725471
30129,670,27997,27,0,0,0,-4.28,0.44,8.75,-0.95,-0.37,-1.34,344,9.750615365
30206,669,27994,27,0,0,0,-4.21,0.47,8.59,-1.08,-0.4,-1.34,345,9.577739817
30297,669,27998,27,0,0,0,-4.21,0.48,8.67,-0.99,-0.11,-1.4,346,9.650046632
30375,670,27999,27,0,0,0,-4.21,0.44,8.62,-0.97,-0.35,-1.34,347,9.60323383
30453,669,28002,27,0,0,0,-4.23,0.49,8.67,-0.88,-0.15,-1.13,348,9.659290864
137,670,27987,27,0,0,0,-4.13,0.49,8.65,-1.05,-0.2,-1.11,349,9.597890393
218,670,27989,27,0,0,0,-4.22,0.52,8.66,-1.14,-0.47,-1.31,350,9.64750745
295,670,27987,27,0,0,0,-4.22,0.45,8.65,-0.89,-0.38,-1.27,351,9.635009081
374,670,27994,27,0,0,0,-4.25,0.49,8.63,-0.93,-0.26,-1.22,352,9.632211584
452,670,27996,27,0,0,0,-4.24,0.47,8.67,-1.05,-0.19,-1.21,353,9.662680787
533,669,27994,27,0,0,0,-4.2,0.48,8.57,-1.18,-0.02,-1.34,354,9.555903934
612,670,27992,27,0,0,0,-4.29,0.44,8.56,-0.92,-0.38,-1.41,355,9.584951747
690,670,27995,27,0,0,0,-4.25,0.52,8.56,-0.97,-0.18,-1.31,356,9.57112846
768,669,27997,27,0,0,0,-4.27,0.49,8.69,-0.92,-0.37,-1.28,357,9.694797574
845,670,27996,27,0,0,0,-4.17,0.47,8.7,-0.92,-0.37,-1.29,358,9.65918216
924,670,27997,27,0,0,0,-4.17,0.45,8.67,-0.99,-0.18,-1.47,359,9.631214877
1002,670,28003,27,0,0,0,-4.22,0.46,8.66,-0.81,-0.3,-1.31,360,9.644459549
1168,669,27989,27,0,0,0,-4.17,0.46,8.68,-0.6,-1.17,-1.43,361,9.640689809
1249,670,27994,27,0,0,0,-4.19,0.47,8.68,-1.67,0.13,-1.47,362,9.649839377
1330,670,27992,27,0,0,0,-4.16,0.42,8.62,-1.23,3.56,-1.49,363,9.580521906
1409,670,27990,27,0,0,0,-3.88,0.01,8.74,0.54,-2.85,-1.82,364,9.562536274
1486,670,27985,27,0,0,0,-4.16,0.5,8.51,-0.91,2.73,-1.44,365,9.485552172
1565,670,27990,27,0,0,0,-4.35,0.48,8.69,-0.44,0.47,-1.47,366,9.729799587
1643,671,27987,27,0,0,0,-4.24,0.47,8.56,-0.37,-0.69,-1.31,367,9.564104767
1721,670,27985,27,0,0,0,-5.16,0.98,8.47,1.63,-4.93,-3.22,368,9.966288176
1800,670,27995,27,0,0,0,-4.06,0.63,8.47,-0.85,-0.69,-0.34,369,9.413893987
1878,670,27994,27,0,0,0,-3.78,0.22,8.85,1.11,6.92,-3.45,370,9.625970081
1955,670,27990,27,0,0,0,-4.63,0.44,8.51,7.18,0.87,-8.37,371,9.69796886
2037,670,27989,27,0,0,0,-4.95,0.68,9.86,6.49,-12.84,-5.65,372,11.05370978
2203,670,27982,27,0,0,0,-3.98,0.68,8.61,-5.22,-0.83,0.16,373,9.5097266
2284,670,27987,27,0,0,0,-4.03,0.5,8.75,-1.67,-2.94,-1.34,374,9.646419025
2362,670,27989,27,0,0,0,-4.25,0.31,8.44,-1.6,-2.84,-1.71,375,9.454744841
2440,670,27993,27,0,0,0,-4.07,0.46,8.74,-1.19,-2.93,-1.4,376,9.6521552
2519,670,27991,27,0,0,0,-3.93,0.48,8.69,-0.97,-2.31,-1.34,377,9.54941883
2596,670,27995,27,0,0,0,-3.96,0.51,8.67,-0.84,-0.71,-1.21,378,9.545187269
2674,670,27992,27,0,0,0,-3.95,0.51,8.78,-0.45,-2.6,-1.32,379,9.641109895
2753,669,27992,27,0,0,0,-3.91,0.51,8.84,-0.86,-0.16,-1.13,380,9.679555775
2834,669,27992,27,0,0,0,-3.97,0.5,8.78,-0.66,-0.66,-1.31,381,9.648797853
2913,670,27995,27,0,0,0,-3.87,0.48,8.76,-0.92,-0.21,-1.38,382,9.58879033
2991,670,27990,27,0,0,0,-4.01,0.59,8.77,-0.83,-0.69,-1.45,383,9.661319786
3068,669,28002,27,0,0,0,-3.86,0.44,8.58,-1.5,-0.34,-1.48,384,9.418577387
3235,670,27993,27,0,0,0,-3.97,0.47,8.76,-0.96,-0.35,-1.36,385,9.629091338
3315,670,27988,27,0,0,0,-3.96,0.53,8.71,-0.94,-0.16,-1.31,386,9.582619684
3394,670,27995,27,0,0,0,-3.93,0.49,8.78,-0.86,-0.4,-1.31,387,9.631894933
3472,670,27987,27,0,0,0,-3.92,0.56,8.81,-0.94,-0.34,-1.39,388,9.65899063
3553,670,27989,27,0,0,0,-3.95,0.53,8.83,-0.93,-0.09,-1.23,389,9.687739674
3632,670,27992,27,0,0,0,-3.87,0.51,8.77,-1.01,-0.08,-1.51,390,9.599473944
3709,670,27991,27,0,0,0,-3.96,0.47,8.77,-1.08,-0.24,-1.34,391,9.634074943
3787,670,27987,27,0,0,0,-3.92,0.49,8.77,-0.95,-0.27,-1.29,392,9.618700536
3866,671,27988,27,0,0,0,-3.96,0.51,8.77,-0.9,-0.24,-1.34,393,9.636109173
3944,670,27984,27,0,0,0,-3.98,0.5,8.8,-0.89,-0.32,-1.46,394,9.671111622
4023,670,27983,27,0,0,0,-3.97,0.55,8.81,-0.88,-0.22,-1.23,395,9.678817076
4101,671,27990,27,0,0,0,-3.92,0.51,8.79,-1.08,-0.29,-1.37,396,9.637976966
4267,671,27985,27,0,0,0,-3.89,0.44,8.79,-1.12,-0.11,-1.37,397,9.622359378
4350,670,27991,27,0,0,0,-3.95,0.48,8.69,-1.15,-0.3,-1.27,398,9.557667079
4428,669,27991,27,0,0,0,-4.03,0.53,8.78,-1.04,-0.37,-1.21,399,9.675236431
4507,670,27997,27,0,0,0,-3.97,0.49,8.78,-0.78,-0.29,-1.31,400,9.648284822
4585,670,27996,27,0,0,0,-3.89,0.52,8.83,-1.05,-0.21,-1.24,401,9.662887767
4663,670,27996,27,0,0,0,-3.89,0.52,8.75,-0.97,-0.42,-1.44,402,9.589838372
4742,669,27992,27,0,0,0,-3.94,0.47,8.75,-0.83,-0.47,-1.24,403,9.607653199
4819,670,27988,27,0,0,0,-3.97,0.48,8.77,-0.83,-0.31,-1.31,404,9.638682483
4897,670,27993,27,0,0,0,-3.95,0.46,8.76,-1.15,-0.24,-1.28,405,9.62037941
4976,670,27993,27,0,0,0,-3.97,0.49,8.79,-0.92,-0.27,-1.27,406,9.657385775
5057,670,27998,27,0,0,0,-3.9,0.48,8.89,-0.89,-0.28,-1.27,407,9.719696497
5136,670,27991,27,0,0,0,-3.94,0.52,8.81,-1.05,-0.24,-1.38,408,9.664890067
5302,670,27993,27,0,0,0,-3.79,0.4,8.78,-0.91,-0.97,-1.18,409,9.571441898
5383,670,27990,27,0,0,0,-4.1,0.51,8.8,-0.72,-2.27,-1.23,410,9.721630522
5460,670,27991,27,0,0,0,-3.85,0.48,8.8,-1.14,-0.26,-1.48,411,9.617322912
5538,670,27998,27,0,0,0,-3.81,0.55,8.91,-0.89,0.06,-1.83,412,9.7060136
5617,670,27997,27,0,0,0,-4.17,0.57,8.84,-1.78,-0.59,-1.38,413,9.790781378
5695,669,28000,27,0,0,0,-4.08,0.63,8.64,-0.6,4.97,-1.46,414,9.575640971
5785,670,27996,27,0,0,0,-3.75,0.73,8.63,-4.34,0.53,-1.98,415,9.437812246
5864,669,27999,27,0,0,0,-4.38,0.56,8.95,-3.5,0.76,-0.63,416,9.98000501
5942,670,27996,27,0,0,0,-4.22,0.69,8.78,-4.3,-12.6,-3.04,417,9.765904976
6020,670,27996,27,0,0,0,-4.34,0.67,8.51,-5.36,-0.05,1.17,418,9.576251876
6098,669,27998,27,0,0,0,-4.01,0.5,8.7,-1.18,-1.5,-1.36,419,9.592710774
6176,670,27988,27,0,0,0,-3.95,0.49,9.13,-6.78,-4.7,1.44,420,9.959894578
6343,670,27994,27,0,0,0,-4,0.38,8.79,-6.92,2.99,-1.76,421,9.664807292
6423,670,27992,27,0,0,0,-3.81,0.53,9.35,-4.11,1.6,9.79,422,10.11036597
6502,670,27988,27,0,0,0,-4.45,0.36,9.03,6.87,-10.64,-1.63,423,10.07338076
6583,670,27994,27,0,0,0,-3.54,0.3,8.82,-3.48,-3.09,-0.4,424,9.508627661
6661,670,27995,27,0,0,0,-3.26,0.44,8.98,-1.86,-6.12,-3.93,425,9.563555824
6739,670,27991,27,0,0,0,-3.42,0,8.95,8.44,-15.02,4.18,426,9.58117425
6817,670,27991,27,0,0,0,-4.14,0.81,9.37,1.63,-11.85,-21.05,427,10.275826
6896,670,27991,27,0,0,0,-3.32,0.23,9.05,-8.85,-4.95,5.82,428,9.642499676
6974,670,27992,27,0,0,0,-4.15,0.52,9.23,-7.12,19.07,5.89,429,10.13340022
7052,670,27993,27,0,0,0,-1.78,0.83,8.59,-1.98,5.59,-3.7,430,8.811662726
7131,670,27992,27,0,0,0,-3.38,0.84,9.19,-6.81,6.05,13.3,431,9.82782275
7208,670,27990,27,0,0,0,-6.85,-0.56,9.29,-12.56,14.17,14.69,432,11.5559595
539,669,27994,27,0,0,0,-0.39,9.81,-0.05,-0.81,-0.5,-1.6,433,9.817876552
620,669,27994,27,0,0,0,-0.28,9.71,-0.04,-1.18,-0.35,-2.01,434,9.714118591
699,669,27995,27,0,0,0,-0.12,9.76,-0.13,-0.45,-1.31,-1.21,435,9.761603352
777,670,28000,27,0,0,0,-0.07,9.8,-0.24,-0.71,0.87,-0.75,436,9.803188257
855,669,28004,27,0,0,0,-0.13,9.75,-0.41,-1.27,-0.63,-1.73,437,9.759482568
933,669,28000,27,0,0,0,-0.3,9.74,-0.28,-0.63,-0.62,-1.14,438,9.748640931
1011,669,28000,27,0,0,0,-0.19,9.72,-0.37,-1.05,-0.62,-1.2,439,9.728895107
1089,669,28011,27,0,0,0,-0.28,9.75,-0.39,-0.85,0.04,-1.25,440,9.761813356
1177,669,27999,27,0,0,0,-0.44,9.69,-0.09,-0.6,-1.37,-1.19,441,9.700402054
1256,670,27999,27,0,0,0,-0.1,9.78,-0.17,-0.59,-2.15,-0.99,442,9.78198855
1334,670,27997,27,0,0,0,-0.25,9.74,-0.16,-0.63,-0.52,-1.29,443,9.744521538
1412,670,28004,27,0,0,0,-0.34,9.66,-0.23,-1.34,0.39,-1.79,444,9.668717599
1579,669,27998,27,0,0,0,-0.41,9.67,0.06,0.62,-3.19,-0.75,445,9.678873901
1658,669,27991,27,0,0,0,0.11,9.81,-0.42,-0.77,-0.22,-1.39,446,9.819602843
1737,669,28006,27,0,0,0,-0.28,9.66,-0.04,-2.06,-1.41,-2.32,447,9.6641399
1815,670,27997,27,0,0,0,-0.43,9.71,0.17,-0.9,-3,-0.98,448,9.721003035
1893,670,27994,27,0,0,0,-0.19,9.77,-0.2,-0.18,-1.13,-0.9,449,9.773893799
1975,669,27997,27,0,0,0,-0.35,9.73,-0.19,-1.08,-0.76,-1.81,450,9.738146641
2053,669,28003,27,0,0,0,-0.51,9.69,-0.16,-1.2,-0.37,-1.27,451,9.704730805
2130,669,27996,27,0,0,0,-0.2,9.81,-0.21,-0.79,1.19,-0.9,452,9.814285506
2209,669,28002,27,0,0,0,-0.06,9.87,-0.38,-1.21,0.11,-1.6,453,9.877494622
2287,669,27997,27,0,0,0,-0.2,9.83,-0.19,-1.16,0.15,-1.57,454,9.833870042
2365,669,28003,27,0,0,0,-0.19,9.84,-0.16,-1.18,-0.34,-1.17,455,9.843134663
2444,669,28005,27,0,0,0,0.09,9.81,-0.41,-0.84,-1.38,-1.25,456,9.818976525
2610,669,27998,27,0,0,0,-0.12,9.81,-0.24,-1.12,0.25,-1.02,457,9.813669039
2691,669,28007,27,0,0,0,-0.09,9.77,-0.27,-1.04,-0.77,-1.2,458,9.774144464
2771,669,28008,27,0,0,0,-0.1,9.9,-0.26,-1.31,-0.63,-1.28,459,9.903918416
2849,669,28011,27,0,0,0,-0.12,9.74,-0.22,-1.11,0.08,-1.24,460,9.743223286
2928,668,28017,27,0,0,0,-0.12,9.83,-0.19,-0.73,0.64,-1.04,461,9.832568332
3006,668,28004,27,0,0,0,-0.17,9.76,-0.33,-1.08,1.42,-1.19,462,9.767056875
3084,668,28010,27,0,0,0,-0.26,9.77,-0.21,-1.34,0.17,-1.57,463,9.775714808
3163,670,28001,27,0,0,0,-0.34,9.73,0,-1.62,1.45,-1.24,464,9.735938578
3240,669,27998,27,0,0,0,-0.47,9.67,-0.15,-1.39,1.81,-1.34,465,9.682577136
3318,669,27997,27,0,0,0,-0.31,9.77,-0.01,-1.27,0.38,-1.6,466,9.774921995
3400,669,27997,27,0,0,0,-0.52,9.72,-0.01,-1.11,-0.16,-1.47,467,9.733904664
3478,669,27994,27,0,0,0,-0.15,9.81,-0.26,-0.98,-0.15,-1.29,468,9.814591178
3645,669,27993,27,0,0,0,-0.1,9.82,-0.2,-0.47,0.47,-1.27,469,9.822545495
3725,669,27999,27,0,0,0,-0.49,9.8,-0.17,-1.78,1.11,-1.95,470,9.813714893
3804,670,27998,27,0,0,0,-0.26,9.88,0.03,-1.25,3.05,-1.24,471,9.883465991
3881,669,27993,27,0,0,0,0.12,9.66,-0.41,-0.86,2.76,-1.83,472,9.669441556
3959,669,28001,27,0,0,0,0.03,9.84,-0.14,-0.92,2.73,-1.42,473,9.841041612
4038,669,28001,27,0,0,0,-0.23,9.88,0.07,-0.95,1.02,-1.56,474,9.882924668
4116,669,28002,27,0,0,0,-0.13,9.84,0.09,-0.57,0.63,-1.09,475,9.841270243
4197,670,27997,27,0,0,0,0.19,9.78,-0.34,-0.93,-0.24,-1.46,476,9.787752551
4276,670,27993,27,0,0,0,-0.26,9.65,-0.19,-0.82,1.21,-1.46,477,9.655371562
4354,670,27996,27,0,0,0,-0.26,9.76,-0.31,-1.22,0.79,-1.47,478,9.768382671
4431,670,28001,27,0,0,0,-0.18,9.76,0.03,-1.4,0.92,-1.59,479,9.761705794
4510,669,28002,27,0,0,0,-0.36,9.72,0,-1.2,1.89,-1.21,480,9.726664382
4676,669,27998,27,0,0,0,-0.09,9.85,-0.25,-0.27,1.77,-0.6,481,9.853583105
4757,669,27993,27,0,0,0,-0.31,9.72,0.1,-1.48,0.46,-1.96,482,9.725456287
4835,669,27990,27,0,0,0,-0.14,9.75,-0.02,-0.6,-0.34,-1.08,483,9.751025587
4913,670,27983,27,0,0,0,-0.51,9.84,-0.06,-0.76,0.18,-1.4,484,9.853390279
5006,670,27993,27,0,0,0,-0.33,9.66,-0.51,-0.84,0.9,-1.44,485,9.679080535
5084,669,28006,27,0,0,0,-0.08,9.82,-0.17,-1.47,-0.16,-1.73,486,9.821797188
5163,669,27998,27,0,0,0,-0.12,9.8,-0.23,-1.13,-0.01,-1.55,487,9.803433072
5240,668,28003,27,0,0,0,-0.1,9.81,-0.34,-1.02,-0.19,-1.37,488,9.816399544
5318,670,28001,27,0,0,0,0.21,9.75,-0.32,-0.89,0.04,-1.5,489,9.757509928
5397,670,27987,27,0,0,0,-0.42,9.71,0.05,-1.24,0.4,-1.54,490,9.719207787
5475,670,27998,27,0,0,0,-0.06,9.81,-0.05,-1.13,-0.91,-1.5,491,9.810310902
5553,669,27995,27,0,0,0,-0.32,9.77,-0.06,-0.89,-0.05,-1.23,492,9.775423264
5726,669,28007,27,0,0,0,-0.09,9.93,-0.37,-0.76,-1.23,-1.23,493,9.937298426
5807,670,27995,27,0,0,0,-0.1,9.74,-0.27,-1.08,1.17,-1.38,494,9.744254718
5884,669,27989,27,0,0,0,-0.04,9.88,-0.03,-1.27,0.39,-1.57,495,9.880126517
5963,669,27994,27,0,0,0,-0.25,9.73,0.11,-1.06,-0.05,-1.33,496,9.73383275
6041,669,27999,27,0,0,0,-0.25,9.79,-0.39,-0.87,-0.48,-1.01,497,9.800954035
6119,669,28003,27,0,0,0,-0.38,9.83,-0.41,-0.99,-2.34,-1.37,498,9.845882388
6198,668,28010,27,0,0,0,-0.34,9.83,-0.29,-1.41,-1.11,-1.21,499,9.840152438
6276,668,28008,27,0,0,0,-0.6,9.7,-0.27,-1.05,0.65,-1.36,500,9.722288825
6353,668,28015,27,0,0,0,-0.53,9.75,-0.38,-1.19,0.89,-1.4,501,9.771785917
6435,668,28010,27,0,0,0,-0.19,9.82,-0.3,-1.53,1.31,-1.38,502,9.826418473
6513,669,28011,27,0,0,0,-0.41,9.71,-0.23,-1.62,0.56,-1.37,503,9.72137336
6591,668,28013,27,0,0,0,-0.17,9.85,-0.23,-0.99,0.05,-1.46,504,9.854151409
6758,669,28006,27,0,0,0,-0.1,9.81,-0.14,-1.04,0.85,-1.27,505,9.811508549
6838,669,28003,27,0,0,0,-0.07,9.76,0.09,-0.93,0.52,-1.53,506,9.760665961
6917,668,28009,27,0,0,0,-0.07,9.81,-0.23,-0.94,1.11,-1.2,507,9.812945531
6994,669,27995,27,0,0,0,0.18,9.82,-0.27,-0.99,0.71,-1.11,508,9.825360044
7072,668,28011,27,0,0,0,0.06,9.76,-0.19,-1.08,0.66,-1.38,509,9.7620336
7151,668,28009,27,0,0,0,0.02,9.87,-0.46,-1.27,-0.34,-1.4,510,9.880733778
7232,668,28013,27,0,0,0,-0.15,9.68,0.01,-1.26,1.45,-1.08,511,9.681167285
7310,668,28003,27,0,0,0,0.06,9.85,-0.17,-1.05,-0.01,-1.22,512,9.851649608
7389,668,28003,27,0,0,0,0.01,9.85,-0.24,-1.1,1.02,-1,513,9.852928499
7467,668,28007,27,0,0,0,-0.39,9.72,-0.1,-1.27,-0.37,-1.28,514,9.728334904
7544,668,28006,27,0,0,0,-0.27,9.81,-0.42,-0.55,-0.88,-0.97,515,9.822698204
7623,669,28007,27,0,0,0,-0.39,9.74,-0.23,-1.38,-0.77,-1.6,516,9.750517935
7789,670,27998,27,0,0,0,-0.46,9.76,-0.31,-1.04,-0.8,-1.28,517,9.775750611
7870,669,28001,27,0,0,0,-0.11,9.89,-0.64,-1.15,1.71,-0.31,518,9.911296585
7951,669,27998,27,0,0,0,-0.7,9.74,-0.07,-1.05,3.31,-1.5,519,9.765372497
8030,669,27998,27,0,0,0,-0.2,9.87,-0.61,-0.6,-2.89,-1.13,520,9.890854361
8108,669,27997,27,0,0,0,-0.43,9.72,0.04,-0.85,0.74,-1.45,521,9.729588892
8185,669,27998,27,0,0,0,-0.37,9.79,-0.42,-1.3,-1.58,-1.5,522,9.805987967
8264,669,27999,27,0,0,0,-0.34,9.76,-0.17,-1.2,-2.07,-1.74,523,9.767399859
8342,669,27987,27,0,0,0,-0.49,9.67,-0.3,-0.45,-0.6,-1.17,524,9.687053216
8420,670,27995,27,0,0,0,-0.03,9.75,-0.3,-1.25,0.51,-1.34,525,9.754660425
8498,669,27994,27,0,0,0,-0.12,9.84,-0.33,-1.82,1.16,-1.85,526,9.846263251
8577,670,27993,27,0,0,0,-0.48,9.77,-0.13,-1.95,2.61,-2.5,527,9.782647903
8657,670,27990,27,0,0,0,-0.26,9.86,-0.25,-1.15,3.21,-1.51,528,9.866595157
8824,670,27993,27,0,0,0,-0.47,9.69,-0.45,-1.93,0.42,-2.09,529,9.711822692
8904,669,27992,27,0,0,0,-0.32,9.79,0.02,-0.08,2.16,-0.42,530,9.795248848
8983,670,27996,27,0,0,0,-0.11,9.73,-0.27,0.28,0.61,-0.13,531,9.734366954
9061,669,28000,27,0,0,0,0.26,9.84,-0.72,-1.66,2.85,-1.62,532,9.869731506
9139,669,27995,27,0,0,0,-0.34,9.82,-0.02,-1.77,2.79,-2.67,533,9.825904539
9218,670,27994,27,0,0,0,-0.05,9.81,-0.2,-1.16,1.75,-0.94,534,9.812165918
9295,669,28004,27,0,0,0,0,9.94,-0.01,-1.4,1.25,-1.44,535,9.94000503
9373,670,28005,27,0,0,0,0,9.76,-0.22,-1.61,-0.44,-1.83,536,9.762479193
9455,669,28004,27,0,0,0,-0.28,9.74,-0.31,-1.56,-0.15,-1.9,537,9.74895379
9533,669,28006,27,0,0,0,-0.57,9.72,0.2,-0.82,-0.61,-1.35,538,9.738752487
